Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory
8487,19570,2442,1183,1183
8567,19650,2297,1183,1183
8647,19730,2173,1183,1183
8727,19810,2066,1183,1183
8806,19889,1976,1183,1183
8887,19970,1899,1183,1183
8967,20050,1830,1183,1183
9047,20130,1770,1183,1183
9127,20210,1717,1183,1183
9208,20291,1670,1183,1183
9286,20369,1631,1183,1183
9367,20450,1596,1183,1183
9447,20530,1563,1183,1183
9527,20610,1534,1183,1183
9607,20690,1510,1183,1183
9687,20770,1488,1183,1183
9767,20850,1466,1183,1183
9846,20929,1449,1183,1183
9927,21010,1432,1183,1183
10006,21089,1417,1183,1183
10086,21169,1405,1183,1183
10167,21250,1396,1183,1183
10247,21330,1385,1183,1183
10326,21409,1377,1183,1183
10407,21490,1369,1183,1183
10486,21569,1363,1183,1183
10567,21650,1361,1183,1183
10647,21730,1359,1183,1183
10726,21809,1358,1183,1183
10806,21889,1356,1183,1183
10886,21969,1353,1183,1183
10967,22050,1350,1183,1183
11046,22129,1348,1183,1183
11126,22209,1347,1183,1183
11206,22289,1344,1183,1183
11286,22369,1341,1183,1183
11366,22449,1335,1183,1183
11447,22530,1331,1183,1183
11526,22609,1330,1183,1183
11606,22689,1327,1183,1183
11686,22769,1325,1183,1183
11766,22849,1321,1183,1183
11846,22929,1319,1183,1183
11938,23021,1319,3205,3205
12006,23089,1438,3205,3205
12087,23170,1631,3205,3205
12166,23249,1807,3205,3205
12246,23329,1965,3205,3205
12326,23409,2103,3205,3205
12406,23489,2224,3205,3205
12487,23570,2333,3205,3205
12566,23649,2428,3205,3205
12646,23729,2515,3205,3205
12726,23809,2590,3205,3205
12806,23889,2656,3205,3205
12886,23969,2714,3205,3205
12966,24049,2765,3205,3205
13046,24129,2805,3205,3205
13126,24209,2841,3205,3205
13206,24289,2871,3205,3205
13285,24368,2895,3205,3205
13366,24449,2918,3205,3205
13446,24529,2935,3205,3205
13527,24610,2948,3205,3205
13606,24689,2964,3205,3205
13686,24769,2976,3205,3205
13766,24849,2982,3205,3205
13846,24929,2987,3205,3205
13926,25009,2987,3205,3205
14006,25089,2987,3205,3205
14086,25169,2987,3205,3205
14166,25249,2987,3205,3205
14246,25329,2987,3205,3205
14326,25409,2987,3205,3205
14406,25489,2987,3205,3205
14486,25569,2987,3205,3205
14566,25649,2988,3205,3205
14646,25729,2987,3205,3205
14725,25808,2987,3205,3205
14806,25889,2987,3205,3205
14898,25981,2988,4047,4047
14966,26049,3051,4047,4047
15046,26129,3149,4047,4047
15126,26209,3241,4047,4047
15206,26289,3322,4047,4047
15286,26369,3391,4047,4047
15365,26448,3454,4047,4047
15446,26529,3510,4047,4047
15525,26608,3558,4047,4047
15605,26688,3601,4047,4047
15686,26769,3639,4047,4047
15765,26848,3672,4047,4047
15846,26929,3701,4047,4047
15926,27009,3727,4047,4047
16006,27089,3750,4047,4047
16086,27169,3770,4047,4047
16166,27249,3785,4047,4047
16245,27328,3801,4047,4047
16326,27409,3816,4047,4047
16406,27489,3827,4047,4047
16485,27568,3835,4047,4047
16566,27649,3842,4047,4047
16645,27728,3850,4047,4047
16725,27808,3859,4047,4047
16806,27889,3865,4047,4047
16886,27969,3870,4047,4047
16966,28049,3874,4047,4047
17045,28128,3874,4047,4047
17126,28209,3874,4047,4047
17205,28288,3875,4047,4047
17286,28369,3874,4047,4047
17366,28449,3874,4047,4047
17445,28528,3874,4047,4047
17526,28609,3874,4047,4047
17605,28688,3874,4047,4047
17686,28769,3874,4047,4047
17766,28849,3874,4047,4047
17846,28929,3874,4047,4047
17925,29008,3874,4047,4047
18005,29088,3874,4047,4047
18085,29168,3874,4047,4047
18166,29249,3874,4047,4047
18245,29328,3875,4047,4047
18325,29408,3875,4047,4047
18405,29488,3874,4047,4047
18485,29568,3875,4047,4047
18565,29648,3874,4047,4047
18645,29728,3874,4047,4047
18725,29808,3875,4047,4047
18805,29888,3874,4047,4047
18885,29968,3875,4047,4047
18965,30048,3874,4047,4047
19046,30129,3874,4047,4047
19125,30208,3875,4047,4047
19206,30289,3874,4047,4047
19285,30368,3874,4047,4047
19365,30448,3874,4047,4047
19445,30528,3874,4047,4047
19526,30609,3875,4047,4047
19605,30688,3874,4047,4047
19685,30768,3874,4047,4047
19776,30859,3874,1427,1427
19846,30929,3715,1427,1427
19925,31008,3467,1427,1427
20005,31088,3228,1427,1427
20085,31168,3019,1427,1427
20165,31248,2834,1427,1427
20245,31328,2670,1427,1427
20325,31408,2525,1427,1427
20405,31488,2401,1427,1427
20485,31568,2294,1427,1427
20565,31648,2201,1427,1427
20645,31728,2122,1427,1427
20726,31809,2055,1427,1427
20805,31888,1998,1427,1427
20885,31968,1949,1427,1427
20964,32047,1908,1427,1427
21045,32128,1868,1427,1427
21125,32208,1835,1427,1427
21205,32288,1807,1427,1427
21284,32367,1782,1427,1427
21365,32448,1761,1427,1427
21445,32528,1737,1427,1427
21525,32608,1721,1427,1427
21605,32688,1708,1427,1427
21684,0,1692,1427,1427
21764,80,1679,1427,1427
21843,159,1672,1427,1427
21923,239,1669,1427,1427
22004,320,1667,1427,1427
22084,400,1665,1427,1427
22164,480,1660,1427,1427
22244,560,1652,1427,1427
22323,639,1643,1427,1427
22404,720,1635,1427,1427
22483,799,1630,1427,1427
22564,880,1628,1427,1427
22644,960,1626,1427,1427
22724,1040,1625,1427,1427
22803,1119,1625,1427,1427
22883,1199,1624,1427,1427
22963,1279,1622,1427,1427
23043,1359,1620,1427,1427
23124,1440,1620,1427,1427
23204,1520,1620,1427,1427
23283,1599,1620,1427,1427
23364,1680,1620,1427,1427
23443,1759,1620,1427,1427
23523,1839,1620,1427,1427
23604,1920,1620,1427,1427
23684,2000,1620,1427,1427
23764,2080,1620,1427,1427
23844,2160,1620,1427,1427
23924,2240,1620,1427,1427
24004,2320,1620,1427,1427
24084,2400,1620,1427,1427
24164,2480,1620,1427,1427
24243,2559,1620,1427,1427
24324,2640,1620,1427,1427
24403,2719,1620,1427,1427
24483,2799,1620,1427,1427
24563,2879,1620,1427,1427
24643,2959,1620,1427,1427
24723,3039,1620,1427,1427
24803,3119,1620,1427,1427
24884,3200,1620,1427,1427
24963,3279,1620,1427,1427
25043,3359,1620,1427,1427
25123,3439,1620,1427,1427
25203,3519,1620,1427,1427
25284,3600,1620,1427,1427
25364,3680,1620,1427,1427
25454,3770,1621,3248,3248
25524,3840,1724,3248,3248
25604,3920,1884,3248,3248
25684,4000,2034,3248,3248
25764,4080,2168,3248,3248
25843,4159,2286,3248,3248
25923,4239,2391,3248,3248
26004,4320,2488,3248,3248
26083,4399,2571,3248,3248
26164,4480,2645,3248,3248
26243,4559,2709,3248,3248
26324,4640,2766,3248,3248
26404,4720,2811,3248,3248
26483,4799,2849,3248,3248
26564,4880,2884,3248,3248
26643,4959,2912,3248,3248
26723,5039,2936,3248,3248
26803,5119,2955,3248,3248
26883,5199,2975,3248,3248
26963,5279,2988,3248,3248
27043,5359,2998,3248,3248
27123,5439,3010,3248,3248
27203,5519,3023,3248,3248
27283,5599,3029,3248,3248
27363,5679,3033,3248,3248
27444,5760,3036,3248,3248
27523,5839,3037,3248,3248
27603,5919,3037,3248,3248
27683,5999,3037,3248,3248
27764,6080,3037,3248,3248
27843,6159,3037,3248,3248
27923,6239,3037,3248,3248
28003,6319,3037,3248,3248
28083,6399,3037,3248,3248
28163,6479,3037,3248,3248
28243,6559,3037,3248,3248
28323,6639,3037,3248,3248
28403,6719,3037,3248,3248
28483,6799,3037,3248,3248
28563,6879,3037,3248,3248
28643,6959,3037,3248,3248
28723,7039,3037,3248,3248
28803,7119,3037,3248,3248
28883,7199,3037,3248,3248
28963,7279,3037,3248,3248
29043,7359,3037,3248,3248
29123,7439,3037,3248,3248
29203,7519,3037,3248,3248
29283,7599,3037,3248,3248
29364,7680,3037,3248,3248
29444,7760,3037,3248,3248
29524,7840,3037,3248,3248
29603,7919,3037,3248,3248
29683,7999,3037,3248,3248
29763,8079,3037,3248,3248
29843,8159,3037,3248,3248
29923,8239,3037,3248,3248
30003,8319,3037,3248,3248
30082,8398,3037,3248,3248
30162,8478,3037,3248,3248
30242,8558,3037,3248,3248
30323,8639,3037,3248,3248
30402,8718,3037,3248,3248
30483,8799,3037,3248,3248
30563,8879,3037,3248,3248
30643,8959,3037,3248,3248
30733,9049,3038,4029,4029
30803,9119,3097,4029,4029
30882,9198,3187,4029,4029
30963,9279,3272,4029,4029
31043,9359,3346,4029,4029
31123,9439,3411,4029,4029
31203,9519,3469,4029,4029
31283,9599,3519,4029,4029
31362,9678,3566,4029,4029
31443,9759,3606,4029,4029
31522,9838,3639,4029,4029
31603,9919,3671,4029,4029
31683,9999,3698,4029,4029
31763,10079,3722,4029,4029
31843,10159,3743,4029,4029
31922,10238,3761,4029,4029
32003,10319,3777,4029,4029
32082,10398,3790,4029,4029
32163,10479,3803,4029,4029
32243,10559,3816,4029,4029
32322,10638,3824,4029,4029
32402,10718,3831,4029,4029
32483,10799,3835,4029,4029
32563,10879,3840,4029,4029
32643,10959,3846,4029,4029
32723,11039,3852,4029,4029
32802,11118,3858,4029,4029
32882,11198,3862,4029,4029
32962,11278,3865,4029,4029
33042,11358,3868,4029,4029
33122,11438,3871,4029,4029
33203,11519,3871,4029,4029
33283,11599,3871,4029,4029
33363,11679,3871,4029,4029
33443,11759,3871,4029,4029
33523,11839,3871,4029,4029
33602,11918,3871,4029,4029
33683,11999,3871,4029,4029
33763,12079,3871,4029,4029
33842,12158,3871,4029,4029
33923,12239,3871,4029,4029
34003,12319,3871,4029,4029
34082,12398,3871,4029,4029
34163,12479,3871,4029,4029
34242,12558,3871,4029,4029
34323,12639,3871,4029,4029
34402,12718,3871,4029,4029
34482,12798,3871,4029,4029
34562,12878,3871,4029,4029
34642,12958,3871,4029,4029
34722,13038,3871,4029,4029
34802,13118,3871,4029,4029
34882,13198,3871,4029,4029
34962,13278,3871,4029,4029
35042,13358,3871,4029,4029
35122,13438,3871,4029,4029
35202,13518,3871,4029,4029
35282,13598,3871,4029,4029
35362,13678,3871,4029,4029
35442,13758,3871,4029,4029
35522,13838,3871,4029,4029
35602,13918,3871,4029,4029
35682,13998,3871,4029,4029
35762,14078,3871,4029,4029
35842,14158,3871,4029,4029
35922,14238,3871,4029,4029
36002,14318,3871,4029,4029
36082,14398,3871,4029,4029
36163,14479,3871,4029,4029
36242,14558,3871,4029,4029
36322,14638,3871,4029,4029
36402,14718,3871,4029,4029
36482,14798,3871,4029,4029
36562,14878,3871,4029,4029
36642,14958,3871,4029,4029
36722,15038,3871,4029,4029
36802,15118,3871,4029,4029
36882,15198,3871,4029,4029
36962,15278,3871,4029,4029
37042,15358,3871,4029,4029
37122,15438,3871,4029,4029
37202,15518,3871,4029,4029
37282,15598,3871,4029,4029
37361,15677,3871,4029,4029
37442,15758,3871,4029,4029
37522,15838,3871,4029,4029
37601,15917,3871,4029,4029
37682,15998,3871,4029,4029
37762,16078,3871,4029,4029
37842,16158,3871,4029,4029
37921,16237,3871,4029,4029
38002,16318,3871,4029,4029
38081,16397,3873,4029,4029
38161,16477,3871,4029,4029
38241,16557,3871,4029,4029
38321,16637,3871,4029,4029
38401,16717,3871,4029,4029
38481,16797,3871,4029,4029
38561,16877,3871,4029,4029
38642,16958,3871,4029,4029
38722,17038,3871,4029,4029
38801,17117,3871,4029,4029
38881,17197,3871,4029,4029
38961,17277,3871,4029,4029
39041,17357,3871,4029,4029
39122,17438,3871,4029,4029
39201,17517,3871,4029,4029
39281,17597,3871,4029,4029
39361,17677,3871,4029,4029
