Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory
13093,27424,3610,3823,3823
13157,27488,3610,3823,3823
13222,27553,3610,3823,3823
13286,27617,3610,3823,3823
13350,27681,3610,3823,3823
13414,27745,3610,3823,3823
13478,27809,3610,3823,3823
13542,27873,3610,3823,3823
13605,27936,3610,3823,3823
13669,28000,3610,3823,3823
13733,28064,3610,3823,3823
13797,28128,3610,3823,3823
13861,28192,3610,3823,3823
13925,28256,3610,3823,3823
13989,28320,3610,3823,3823
14053,28384,3610,3823,3823
14117,28448,3610,3823,3823
14182,28513,3610,3823,3823
14246,28577,3610,3823,3823
14310,28641,3610,3823,3823
14373,28704,3610,3823,3823
14437,28768,3610,3823,3823
14501,28832,3610,3823,3823
14565,28896,3610,3823,3823
14629,28960,3610,3823,3823
14693,29024,3610,3823,3823
14757,29088,3610,3823,3823
14821,29152,3610,3823,3823
14885,29216,3610,3823,3823
14949,29280,3610,3823,3823
15013,29344,3610,3823,3823
15077,29408,3609,3823,3823
15141,29472,3610,3823,3823
15205,29536,3610,3823,3823
15269,29600,3610,3823,3823
15333,29664,3610,3823,3823
15412,29743,3609,1783,1783
15477,29808,3523,1783,1783
15541,29872,3410,1783,1783
15604,29935,3303,1783,1783
15668,29999,3202,1783,1783
15733,30064,3105,1783,1783
15796,30127,3022,1783,1783
15861,30192,2939,1783,1783
15924,30255,2868,1783,1783
15988,30319,2799,1783,1783
16052,30383,2736,1783,1783
16117,30448,2673,1783,1783
16180,30511,2618,1783,1783
16245,30576,2565,1783,1783
16308,30639,2516,1783,1783
16373,30704,2472,1783,1783
16436,30767,2432,1783,1783
16501,30832,2394,1783,1783
16565,30896,2361,1783,1783
16628,30959,2331,1783,1783
16692,31023,2304,1783,1783
16757,31088,2277,1783,1783
16820,31151,2252,1783,1783
16884,31215,2232,1783,1783
16949,31280,2212,1783,1783
17012,31343,2194,1783,1783
17077,31408,2178,1783,1783
17140,31471,2161,1783,1783
17204,31535,2148,1783,1783
17269,31600,2138,1783,1783
17333,31664,2126,1783,1783
17396,31727,2116,1783,1783
17461,31792,2106,1783,1783
17525,31856,2100,1783,1783
17589,31920,2095,1783,1783
17653,31984,2094,1783,1783
17717,32048,2093,1783,1783
17781,32112,2093,1783,1783
17845,32176,2093,1783,1783
17909,32240,2093,1783,1783
17973,32304,2093,1783,1783
18037,32368,2093,1783,1783
18101,32432,2093,1783,1783
18165,32496,2093,1783,1783
18229,32560,2093,1783,1783
18293,32624,2093,1783,1783
18357,32688,2093,1783,1783
18421,32752,2093,1783,1783
18484,48,2093,1783,1783
18547,111,2093,1783,1783
18612,176,2094,1783,1783
18676,240,2093,1783,1783
18740,304,2093,1783,1783
18803,367,2093,1783,1783
18868,432,2093,1783,1783
18932,496,2093,1783,1783
18996,560,2093,1783,1783
19060,624,2093,1783,1783
19124,688,2093,1783,1783
19188,752,2093,1783,1783
19252,816,2093,1783,1783
19316,880,2093,1783,1783
19379,943,2093,1783,1783
19443,1007,2093,1783,1783
19507,1071,2093,1783,1783
19571,1135,2093,1783,1783
19635,1199,2093,1783,1783
19699,1263,2093,1783,1783
19763,1327,2093,1783,1783
19827,1391,2093,1783,1783
19891,1455,2093,1783,1783
19955,1519,2093,1783,1783
20020,1584,2093,1783,1783
20083,1647,2093,1783,1783
20147,1711,2093,1783,1783
20211,1775,2093,1783,1783
20275,1839,2093,1783,1783
20339,1903,2093,1783,1783
20403,1967,2093,1783,1783
20466,2030,2093,1783,1783
20531,2095,2093,1783,1783
20595,2159,2093,1783,1783
20659,2223,2093,1783,1783
20723,2287,2093,1783,1783
20787,2351,2093,1783,1783
20852,2416,2093,1783,1783
20915,2479,2093,1783,1783
20978,2542,2093,1783,1783
21058,2622,2094,3696,3696
21122,2686,2164,3696,3696
21186,2750,2259,3696,3696
21250,2814,2355,3696,3696
21315,2879,2445,3696,3696
21379,2943,2532,3696,3696
21443,3007,2611,3696,3696
21507,3071,2685,3696,3696
21571,3135,2753,3696,3696
21640,3204,2818,3696,3696
21715,3279,2881,3696,3696
21779,3343,2929,3696,3696
21842,3406,2973,3696,3696
21906,3470,3013,3696,3696
21970,3534,3049,3696,3696
22034,3598,3084,3696,3696
22099,3663,3114,3696,3696
22163,3727,3145,3696,3696
22226,3790,3169,3696,3696
22291,3855,3195,3696,3696
22354,3918,3215,3696,3696
22419,3983,3237,3696,3696
22483,4047,3254,3696,3696
22547,4111,3271,3696,3696
22610,4174,3289,3696,3696
22675,4239,3303,3696,3696
22739,4303,3314,3696,3696
22803,4367,3327,3696,3696
22868,4432,3341,3696,3696
22931,4495,3351,3696,3696
22995,4559,3358,3696,3696
23059,4623,3364,3696,3696
23123,4687,3373,3696,3696
23187,4751,3384,3696,3696
23250,4814,3394,3696,3696
23315,4879,3402,3696,3696
23378,4942,3407,3696,3696
23442,5006,3410,3696,3696
23507,5071,3413,3696,3696
23571,5135,3416,3696,3696
23634,5198,3420,3696,3696
23699,5263,3426,3696,3696
23763,5327,3433,3696,3696
23827,5391,3439,3696,3696
23891,5455,3445,3696,3696
23954,5518,3448,3696,3696
24018,5582,3450,3696,3696
24082,5646,3450,3696,3696
24146,5710,3450,3696,3696
24210,5774,3450,3696,3696
24274,5838,3450,3696,3696
24338,5902,3450,3696,3696
24402,5966,3450,3696,3696
24466,6030,3450,3696,3696
24531,6095,3450,3696,3696
24594,6158,3450,3696,3696
24658,6222,3450,3696,3696
24723,6287,3450,3696,3696
24786,6350,3450,3696,3696
24850,6414,3450,3696,3696
24914,6478,3450,3696,3696
24978,6542,3450,3696,3696
25042,6606,3450,3696,3696
25106,6670,3450,3696,3696
25170,6734,3450,3696,3696
25234,6798,3450,3696,3696
25299,6863,3450,3696,3696
25362,6926,3450,3696,3696
25426,6990,3450,3696,3696
25490,7054,3450,3696,3696
25554,7118,3450,3696,3696
25618,7182,3450,3696,3696
25682,7246,3450,3696,3696
25746,7310,3450,3696,3696
25810,7374,3450,3696,3696
25874,7438,3450,3696,3696
25938,7502,3450,3696,3696
26018,7582,3449,427,427
26082,7646,3315,427,427
26146,7710,3129,427,427
26210,7774,2942,427,427
26274,7838,2764,427,427
26338,7902,2596,427,427
26402,7966,2436,427,427
26466,8030,2294,427,427
26530,8094,2163,427,427
26594,8158,2045,427,427
26658,8222,1937,427,427
26722,8286,1837,427,427
26786,8350,1747,427,427
26850,8414,1663,427,427
26914,8478,1586,427,427
26978,8542,1511,427,427
27042,8606,1442,427,427
27106,8670,1377,427,427
27170,8734,1317,427,427
27234,8798,1261,427,427
27298,8862,1208,427,427
27362,8926,1160,427,427
27426,8990,1116,427,427
27490,9054,1076,427,427
27554,9118,1039,427,427
27618,9182,1004,427,427
27681,9245,973,427,427
27746,9310,945,427,427
27809,9373,920,427,427
27874,9438,896,427,427
27938,9502,874,427,427
28002,9566,855,427,427
28067,9631,835,427,427
28130,9694,820,427,427
28193,9757,808,427,427
28257,9821,792,427,427
28321,9885,778,427,427
28386,9950,769,427,427
28450,10014,762,427,427
28513,10077,752,427,427
28577,10141,741,427,427
28641,10205,731,427,427
28705,10269,725,427,427
28770,10334,721,427,427
28834,10398,720,427,427
28898,10462,720,427,427
28961,10525,720,427,427
29025,10589,720,427,427
29090,10654,720,427,427
29153,10717,720,427,427
29217,10781,720,427,427
29281,10845,720,427,427
29345,10909,720,427,427
29409,10973,720,427,427
29473,11037,720,427,427
29537,11101,720,427,427
29601,11165,720,427,427
29665,11229,720,427,427
29729,11293,720,427,427
29793,11357,720,427,427
29857,11421,720,427,427
29921,11485,720,427,427
29985,11549,720,427,427
30049,11613,720,427,427
30113,11677,720,427,427
30177,11741,720,427,427
30241,11805,720,427,427
30305,11869,720,427,427
30369,11933,720,427,427
30433,11997,720,427,427
30497,12061,720,427,427
30561,12125,720,427,427
30625,12189,720,427,427
30689,12253,720,427,427
30753,12317,720,427,427
30817,12381,720,427,427
30881,12445,720,427,427
30945,12509,720,427,427
31009,12573,720,427,427
31073,12637,720,427,427
31137,12701,720,427,427
31201,12765,720,427,427
31280,12844,720,1533,1533
31345,12909,752,1533,1533
31409,12973,796,1533,1533
31473,13037,841,1533,1533
31537,13101,883,1533,1533
31601,13165,923,1533,1533
31665,13229,957,1533,1533
31729,13293,991,1533,1533
31793,13357,1023,1533,1533
31857,13421,1051,1533,1533
31921,13485,1079,1533,1533
31985,13549,1102,1533,1533
32049,13613,1124,1533,1533
32113,13677,1145,1533,1533
32177,13741,1165,1533,1533
32241,13805,1184,1533,1533
32305,13869,1200,1533,1533
32369,13933,1216,1533,1533
32433,13997,1233,1533,1533
32497,14061,1246,1533,1533
32561,14125,1259,1533,1533
32625,14189,1272,1533,1533
32690,14254,1284,1533,1533
32753,14317,1294,1533,1533
32817,14381,1302,1533,1533
32881,14445,1310,1533,1533
32945,14509,1317,1533,1533
33009,14573,1325,1533,1533
33073,14637,1332,1533,1533
33137,14701,1338,1533,1533
33201,14765,1341,1533,1533
33266,14830,1342,1533,1533
33333,14897,1346,1533,1533
33409,14973,1349,1533,1533
33473,15037,1352,1533,1533
33537,15101,1353,1533,1533
33601,15165,1353,1533,1533
33665,15229,1353,1533,1533
33729,15293,1354,1533,1533
33793,15357,1354,1533,1533
33872,15436,1354,2047,2047
33936,15500,1380,2047,2047
34000,15564,1417,2047,2047
34064,15628,1455,2047,2047
34128,15692,1489,2047,2047
34192,15756,1520,2047,2047
34256,15820,1547,2047,2047
34321,15885,1573,2047,2047
34384,15948,1596,2047,2047
34448,16012,1616,2047,2047
34512,16076,1635,2047,2047
34577,16141,1654,2047,2047
34641,16205,1667,2047,2047
34704,16268,1681,2047,2047
34768,16332,1696,2047,2047
34832,16396,1710,2047,2047
34897,16461,1719,2047,2047
34960,16524,1729,2047,2047
35024,16588,1740,2047,2047
35088,16652,1751,2047,2047
35152,16716,1758,2047,2047
35216,16780,1762,2047,2047
35280,16844,1766,2047,2047
35344,16908,1768,2047,2047
35408,16972,1770,2047,2047
35472,17036,1770,2047,2047
35536,17100,1770,2047,2047
35600,17164,1770,2047,2047
35664,17228,1770,2047,2047
35728,17292,1770,2047,2047
35807,17371,1771,3097,3097
35872,17436,1827,3097,3097
35936,17500,1902,3097,3097
36001,17565,1975,3097,3097
36065,17629,2044,3097,3097
36129,17693,2107,3097,3097
36193,17757,2168,3097,3097
36256,17820,2224,3097,3097
36320,17884,2277,3097,3097
36384,17948,2328,3097,3097
36448,18012,2374,3097,3097
36512,18076,2416,3097,3097
36576,18140,2456,3097,3097
36640,18204,2496,3097,3097
36704,18268,2530,3097,3097
36767,18331,2563,3097,3097
36833,18397,2594,3097,3097
36895,18459,2622,3097,3097
36960,18524,2648,3097,3097
37023,18587,2672,3097,3097
37087,18651,2694,3097,3097
37151,18715,2716,3097,3097
37216,18780,2734,3097,3097
37280,18844,2751,3097,3097
37344,18908,2768,3097,3097
37408,18972,2781,3097,3097
37472,19036,2789,3097,3097
37535,19099,2800,3097,3097
37599,19163,2812,3097,3097
37664,19228,2821,3097,3097
37728,19292,2828,3097,3097
37792,19356,2832,3097,3097
37856,19420,2836,3097,3097
37920,19484,2842,3097,3097
37984,19548,2848,3097,3097
38048,19612,2856,3097,3097
38112,19676,2863,3097,3097
38175,19739,2867,3097,3097
38240,19804,2869,3097,3097
38303,19867,2869,3097,3097
38367,19931,2869,3097,3097
38432,19996,2869,3097,3097
38495,20059,2869,3097,3097
38560,20124,2869,3097,3097
38623,20187,2869,3097,3097
38687,20251,2869,3097,3097
38751,20315,2869,3097,3097
38815,20379,2869,3097,3097
38880,20444,2869,3097,3097
38943,20507,2869,3097,3097
39007,20571,2869,3097,3097
39071,20635,2869,3097,3097
39135,20699,2869,3097,3097
39199,20763,2869,3097,3097
39263,20827,2869,3097,3097
39327,20891,2869,3097,3097
39391,20955,2869,3097,3097
39455,21019,2869,3097,3097
39519,21083,2869,3097,3097
39583,21147,2869,3097,3097
39647,21211,2869,3097,3097
39711,21275,2869,3097,3097
39775,21339,2869,3097,3097
39839,21403,2869,3097,3097
39903,21467,2869,3097,3097
39967,21531,2869,3097,3097
40031,21595,2869,3097,3097
40095,21659,2869,3097,3097
40159,21723,2869,3097,3097
40223,21787,2870,3097,3097
40287,21851,2869,3097,3097
40351,21915,2869,3097,3097
40415,21979,2869,3097,3097
40479,22043,2869,3097,3097
40543,22107,2869,3097,3097
40607,22171,2869,3097,3097
40671,22235,2869,3097,3097
40735,22299,2869,3097,3097
40799,22363,2869,3097,3097
40864,22428,2869,3097,3097
40927,22491,2869,3097,3097
40992,22556,2869,3097,3097
41056,22620,2869,3097,3097
41120,22684,2869,3097,3097
41183,22747,2869,3097,3097
41248,22812,2869,3097,3097
41312,22876,2869,3097,3097
41375,22939,2869,3097,3097
41439,23003,2869,3097,3097
41503,23067,2869,3097,3097
41567,23131,2869,3097,3097
41647,23211,2870,4022,4022
41711,23275,2916,4022,4022
41775,23339,2980,4022,4022
41839,23403,3043,4022,4022
41903,23467,3101,4022,4022
41967,23531,3155,4022,4022
42031,23595,3205,4022,4022
42095,23659,3250,4022,4022
42159,23723,3292,4022,4022
42223,23787,3330,4022,4022
42287,23851,3365,4022,4022
42351,23915,3399,4022,4022
42415,23979,3428,4022,4022
42479,24043,3458,4022,4022
42543,24107,3483,4022,4022
42607,24171,3508,4022,4022
42671,24235,3530,4022,4022
42735,24299,3553,4022,4022
42799,24363,3573,4022,4022
42863,24427,3592,4022,4022
42927,24491,3610,4022,4022
42991,24555,3626,4022,4022
43055,24619,3640,4022,4022
43119,24683,3655,4022,4022
43183,24747,3669,4022,4022
43248,24812,3682,4022,4022
43311,24875,3694,4022,4022
43375,24939,3705,4022,4022
43439,25003,3716,4022,4022
43503,25067,3724,4022,4022
43567,25131,3731,4022,4022
43632,25196,3738,4022,4022
43711,25275,3748,4022,4022
43774,25338,3755,4022,4022
43839,25403,3762,4022,4022
43902,25466,3768,4022,4022
43967,25531,3771,4022,4022
44031,25595,3773,4022,4022
44096,25660,3777,4022,4022
44160,25724,3780,4022,4022
44224,25788,3780,4022,4022
44288,25852,3781,4022,4022
44351,25915,3784,4022,4022
44414,25978,3786,4022,4022
44478,26042,3789,4022,4022
44543,26107,3793,4022,4022
44607,26171,3797,4022,4022
44671,26235,3801,4022,4022
44734,26298,3803,4022,4022
44798,26362,3807,4022,4022
44862,26426,3811,4022,4022
44926,26490,3813,4022,4022
44990,26554,3815,4022,4022
45055,26619,3816,4022,4022
45119,26683,3816,4022,4022
45183,26747,3816,4022,4022
45246,26810,3816,4022,4022
45310,26874,3816,4022,4022
45374,26938,3816,4022,4022
45438,27002,3816,4022,4022
45502,27066,3816,4022,4022
45566,27130,3816,4022,4022
45631,27195,3816,4022,4022
45695,27259,3816,4022,4022
45758,27322,3816,4022,4022
45822,27386,3816,4022,4022
45887,27451,3816,4022,4022
45950,27514,3816,4022,4022
46014,27578,3816,4022,4022
46078,27642,3816,4022,4022
46142,27706,3816,4022,4022
46206,27770,3816,4022,4022
46270,27834,3816,4022,4022
46335,27899,3816,4022,4022
46398,27962,3816,4022,4022
46462,28026,3816,4022,4022
46527,28091,3816,4022,4022
46589,28153,3816,4022,4022
46655,28219,3816,4022,4022
46718,28282,3816,4022,4022
46783,28347,3816,4022,4022
46849,28413,3816,4022,4022
46925,28489,3816,4022,4022
46991,28555,3816,4022,4022
47055,28619,3816,4022,4022
47118,28682,3816,4022,4022
47181,28745,3816,4022,4022
47247,28811,3816,4022,4022
47310,28874,3816,4022,4022
47373,28937,3816,4022,4022
47438,29002,3816,4022,4022
47502,29066,3816,4022,4022
47566,29130,3816,4022,4022
47631,29195,3816,4022,4022
47710,29274,3816,4022,4022
47774,29338,3816,4022,4022
47838,29402,3816,4022,4022
47902,29466,3816,4022,4022
47966,29530,3816,4022,4022
48030,29594,3816,4022,4022
48094,29658,3816,4022,4022
48158,29722,3816,4022,4022
48222,29786,3816,4022,4022
48286,29850,3816,4022,4022
48350,29914,3816,4022,4022
48414,29978,3816,4022,4022
48478,30042,3816,4022,4022
48542,30106,3816,4022,4022
48606,30170,3816,4022,4022
48670,30234,3816,4022,4022
48734,30298,3816,4022,4022
48798,30362,3816,4022,4022
48862,30426,3816,4022,4022
48926,30490,3816,4022,4022
48990,30554,3816,4022,4022
49054,30618,3816,4022,4022
49118,30682,3816,4022,4022
49182,30746,3816,4022,4022
49247,30811,3816,4022,4022
49310,30874,3816,4022,4022
49374,30938,3816,4022,4022
49438,31002,3816,4022,4022
49502,31066,3816,4022,4022
49566,31130,3816,4022,4022
49630,31194,3816,4022,4022
49693,31257,3816,4022,4022
49757,31321,3816,4022,4022
49821,31385,3816,4022,4022
49885,31449,3816,4022,4022
49949,31513,3816,4022,4022
50013,31577,3816,4022,4022
50078,31642,3816,4022,4022
50142,31706,3816,4022,4022
50205,31769,3816,4022,4022
50269,31833,3816,4022,4022
50333,31897,3816,4022,4022
50398,31962,3816,4022,4022
50462,32026,3816,4022,4022
50526,32090,3816,4022,4022
50590,32154,3816,4022,4022
50654,32218,3816,4022,4022
50718,32282,3816,4022,4022
50782,32346,3816,4022,4022
50846,32410,3816,4022,4022
50910,32474,3816,4022,4022
50973,32537,3816,4022,4022
