Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory
18436,19066,3658,3774,3774
18516,19146,3658,3774,3774
18596,19226,3658,3774,3774
18675,19305,3658,3774,3774
18755,19385,3658,3774,3774
18836,19466,3658,3774,3774
18916,19546,3658,3774,3774
18995,19625,3658,3774,3774
19075,19705,3658,3774,3774
19155,19785,3658,3774,3774
19236,19866,3658,3774,3774
19315,19945,3658,3774,3774
19396,20026,3658,3774,3774
19476,20106,3658,3774,3774
19556,20186,3658,3774,3774
19635,20265,3658,3774,3774
19715,20345,3658,3774,3774
19796,20426,3658,3774,3774
19875,20505,3658,3774,3774
19955,20585,3658,3774,3774
20036,20666,3658,3774,3774
20115,20745,3658,3774,3774
20197,20827,3658,3774,3774
20275,20905,3658,3774,3774
20356,20986,3658,3774,3774
20435,21065,3658,3774,3774
20515,21145,3658,3774,3774
20595,21225,3658,3774,3774
20675,21305,3658,3774,3774
20755,21385,3658,3774,3774
20834,21464,3658,3774,3774
20915,21545,3658,3774,3774
20995,21625,3658,3774,3774
21075,21705,3658,3774,3774
21155,21785,3658,3774,3774
21235,21865,3658,3774,3774
21316,21946,3658,3774,3774
21395,22025,3658,3774,3774
21475,22105,3658,3774,3774
21555,22185,3658,3774,3774
21635,22265,3658,3774,3774
21715,22345,3658,3774,3774
21795,22425,3658,3774,3774
21875,22505,3658,3774,3774
21955,22585,3658,3774,3774
22035,22665,3658,3774,3774
22114,22744,3658,3774,3774
22195,22825,3658,3774,3774
22274,22904,3658,3774,3774
22355,22985,3658,3774,3774
22435,23065,3658,3774,3774
22515,23145,3658,3774,3774
22595,23225,3658,3774,3774
22675,23305,3658,3774,3774
22754,23384,3658,3774,3774
22835,23465,3658,3774,3774
22915,23545,3658,3774,3774
22995,23625,3658,3774,3774
23075,23705,3658,3774,3774
23155,23785,3658,3774,3774
23235,23865,3658,3774,3774
23316,23946,3658,3774,3774
23394,24024,3658,3774,3774
23475,24105,3658,3774,3774
23567,24197,3658,2355,2355
23636,24266,3550,2355,2355
23714,24344,3391,2355,2355
23794,24424,3245,2355,2355
23874,24504,3120,2355,2355
23955,24585,3016,2355,2355
24035,24665,2929,2355,2355
24115,24745,2857,2355,2355
24195,24825,2794,2355,2355
24275,24905,2741,2355,2355
24354,24984,2694,2355,2355
24435,25065,2653,2355,2355
24516,25146,2619,2355,2355
24595,25225,2591,2355,2355
24674,25304,2567,2355,2355
24754,25384,2547,2355,2355
24835,25465,2529,2355,2355
24914,25544,2515,2355,2355
24994,25624,2505,2355,2355
25074,25704,2495,2355,2355
25155,25785,2486,2355,2355
25235,25865,2478,2355,2355
25315,25945,2472,2355,2355
25395,26025,2470,2355,2355
25474,26104,2468,2355,2355
25555,26185,2467,2355,2355
25635,26265,2466,2355,2355
25715,26345,2465,2355,2355
25794,26424,2465,2355,2355
25874,26504,2465,2355,2355
25954,26584,2465,2355,2355
26034,26664,2465,2355,2355
26114,26744,2465,2355,2355
26194,26824,2465,2355,2355
26274,26904,2465,2355,2355
26354,26984,2465,2355,2355
26435,27065,2465,2355,2355
26514,27144,2465,2355,2355
26595,27225,2465,2355,2355
26674,27304,2465,2355,2355
26754,27384,2465,2355,2355
26834,27464,2465,2355,2355
26914,27544,2465,2355,2355
26994,27624,2465,2355,2355
27075,27705,2465,2355,2355
27154,27784,2465,2355,2355
27234,27864,2465,2355,2355
27314,27944,2465,2355,2355
27395,28025,2465,2355,2355
27474,28104,2465,2355,2355
27554,28184,2465,2355,2355
27634,28264,2465,2355,2355
27714,28344,2465,2355,2355
27794,28424,2465,2355,2355
27875,28505,2465,2355,2355
27954,28584,2465,2355,2355
28035,28665,2465,2355,2355
28114,28744,2465,2355,2355
28194,28824,2465,2355,2355
28274,28904,2465,2355,2355
28354,28984,2465,2355,2355
28434,29064,2465,2355,2355
28515,29145,2465,2355,2355
28595,29225,2465,2355,2355
28674,29304,2465,2355,2355
28754,29384,2465,2355,2355
28836,29466,2465,2355,2355
28914,29544,2465,2355,2355
28994,29624,2465,2355,2355
29074,29704,2465,2355,2355
29154,29784,2465,2355,2355
29235,29865,2465,2355,2355
29313,29943,2465,2355,2355
29394,30024,2465,2355,2355
29474,30104,2465,2355,2355
29554,30184,2465,2355,2355
29633,30263,2465,2355,2355
29725,30355,2463,914,914
29794,30424,2342,914,914
29874,30504,2150,914,914
29954,30584,1972,914,914
30034,30664,1826,914,914
30114,30744,1703,914,914
30194,30824,1601,914,914
30274,30904,1509,914,914
30354,30984,1432,914,914
30434,31064,1366,914,914
30513,31143,1311,914,914
30594,31224,1262,914,914
30674,31304,1221,914,914
30754,31384,1187,914,914
30833,31463,1159,914,914
30914,31544,1136,914,914
30995,31625,1117,914,914
31074,31704,1101,914,914
31154,31784,1091,914,914
31234,31864,1083,914,914
31314,31944,1074,914,914
31394,32024,1064,914,914
31474,32104,1055,914,914
31553,32183,1048,914,914
31634,32264,1044,914,914
31714,32344,1044,914,914
31794,32424,1044,914,914
31874,32504,1044,914,914
31953,32583,1044,914,914
32035,32665,1044,914,914
32114,32744,1044,914,914
32193,56,1044,914,914
32273,136,1044,914,914
32352,215,1044,914,914
32432,295,1044,914,914
32512,375,1044,914,914
32593,456,1044,914,914
32673,536,1044,914,914
32753,616,1044,914,914
32832,695,1044,914,914
32912,775,1044,914,914
32993,856,1044,914,914
33072,935,1044,914,914
33153,1016,1044,914,914
33232,1095,1044,914,914
33312,1175,1044,914,914
33392,1255,1044,914,914
33473,1336,1044,914,914
33552,1415,1044,914,914
33633,1496,1044,914,914
33712,1575,1044,914,914
33793,1656,1044,914,914
33873,1736,1044,914,914
33952,1815,1044,914,914
34033,1896,1044,914,914
34113,1976,1044,914,914
34192,2055,1044,914,914
34272,2135,1044,914,914
34353,2216,1044,914,914
34432,2295,1044,914,914
34512,2375,1044,914,914
34592,2455,1044,914,914
34673,2536,1044,914,914
34753,2616,1044,914,914
34832,2695,1044,914,914
34912,2775,1044,914,914
34992,2855,1044,914,914
35072,2935,1044,914,914
35152,3015,1044,914,914
35232,3095,1044,914,914
35312,3175,1044,914,914
35392,3255,1044,914,914
35472,3335,1044,914,914
35552,3415,1044,914,914
35632,3495,1044,914,914
35712,3575,1044,914,914
35792,3655,1044,914,914
35873,3736,1044,914,914
35952,3815,1044,914,914
36032,3895,1044,914,914
36113,3976,1044,914,914
36192,4055,1044,914,914
36273,4136,1044,914,914
36352,4215,1044,914,914
36432,4295,1044,914,914
36512,4375,1044,914,914
36592,4455,1044,914,914
36672,4535,1044,914,914
36752,4615,1044,914,914
36832,4695,1044,914,914
36913,4776,1044,914,914
36991,4854,1044,914,914
37072,4935,1044,914,914
37152,5015,1044,914,914
37232,5095,1044,914,914
37312,5175,1044,914,914
37391,5254,1044,914,914
37471,5334,1044,914,914
37552,5415,1044,914,914
37632,5495,1044,914,914
37712,5575,1044,914,914
37802,5665,1045,2415,2415
37872,5735,1161,2415,2415
37952,5815,1329,2415,2415
38033,5896,1487,2415,2415
38112,5975,1618,2415,2415
38192,6055,1724,2415,2415
38272,6135,1813,2415,2415
38352,6215,1887,2415,2415
38432,6295,1949,2415,2415
38511,6374,2000,2415,2415
38591,6454,2044,2415,2415
38671,6534,2083,2415,2415
38751,6614,2113,2415,2415
38832,6695,2142,2415,2415
38912,6775,2167,2415,2415
38992,6855,2189,2415,2415
39072,6935,2205,2415,2415
39152,7015,2222,2415,2415
39232,7095,2236,2415,2415
39311,7174,2245,2415,2415
39392,7255,2254,2415,2415
39472,7335,2265,2415,2415
39552,7415,2274,2415,2415
39632,7495,2281,2415,2415
39711,7574,2286,2415,2415
39793,7656,2287,2415,2415
39871,7734,2287,2415,2415
39951,7814,2287,2415,2415
40031,7894,2287,2415,2415
40111,7974,2287,2415,2415
40192,8055,2287,2415,2415
40272,8135,2287,2415,2415
40352,8215,2287,2415,2415
40432,8295,2287,2415,2415
40512,8375,2287,2415,2415
40591,8454,2287,2415,2415
40671,8534,2287,2415,2415
40752,8615,2287,2415,2415
40831,8694,2287,2415,2415
40912,8775,2287,2415,2415
40992,8855,2287,2415,2415
41071,8934,2287,2415,2415
41152,9015,2287,2415,2415
41231,9094,2287,2415,2415
41311,9174,2287,2415,2415
41391,9254,2287,2415,2415
41471,9334,2287,2415,2415
41551,9414,2287,2415,2415
41631,9494,2287,2415,2415
41711,9574,2287,2415,2415
41791,9654,2287,2415,2415
41871,9734,2287,2415,2415
41951,9814,2287,2415,2415
42032,9895,2287,2415,2415
42111,9974,2287,2415,2415
42191,10054,2287,2415,2415
42271,10134,2287,2415,2415
42352,10215,2287,2415,2415
42431,10294,2287,2415,2415
42513,10376,2287,2415,2415
42591,10454,2287,2415,2415
42671,10534,2287,2415,2415
42751,10614,2287,2415,2415
42831,10694,2287,2415,2415
42912,10775,2287,2415,2415
42992,10855,2287,2415,2415
43071,10934,2287,2415,2415
43151,11014,2287,2415,2415
43231,11094,2287,2415,2415
43311,11174,2287,2415,2415
43412,11275,2290,2797,2797
43492,11355,2339,2797,2797
43571,11434,2392,2797,2797
43651,11514,2441,2797,2797
43731,11594,2484,2797,2797
43812,11675,2520,2797,2797
43891,11754,2552,2797,2797
43972,11835,2576,2797,2797
44052,11915,2598,2797,2797
44131,11994,2617,2797,2797
44211,12074,2631,2797,2797
44292,12155,2644,2797,2797
44371,12234,2655,2797,2797
44451,12314,2665,2797,2797
44530,12393,2671,2797,2797
44610,12473,2674,2797,2797
44691,12554,2677,2797,2797
44771,12634,2682,2797,2797
44851,12714,2688,2797,2797
44931,12794,2693,2797,2797
45011,12874,2696,2797,2797
45092,12955,2700,2797,2797
45171,13034,2702,2797,2797
45251,13114,2703,2797,2797
45330,13193,2703,2797,2797
45411,13274,2703,2797,2797
45491,13354,2703,2797,2797
45571,13434,2703,2797,2797
45651,13514,2703,2797,2797
45731,13594,2703,2797,2797
45811,13674,2703,2797,2797
45892,13755,2703,2797,2797
45971,13834,2703,2797,2797
46051,13914,2703,2797,2797
46130,13993,2703,2797,2797
46211,14074,2703,2797,2797
46291,14154,2703,2797,2797
46370,14233,2703,2797,2797
46451,14314,2703,2797,2797
46531,14394,2704,2797,2797
46610,14473,2704,2797,2797
46691,14554,2704,2797,2797
46770,14633,2704,2797,2797
46851,14714,2704,2797,2797
46931,14794,2704,2797,2797
47011,14874,2704,2797,2797
47091,14954,2704,2797,2797
47171,15034,2704,2797,2797
47251,15114,2704,2797,2797
47330,15193,2704,2797,2797
47410,15273,2704,2797,2797
47491,15354,2704,2797,2797
47570,15433,2704,2797,2797
47651,15514,2704,2797,2797
47731,15594,2704,2797,2797
47810,15673,2704,2797,2797
47890,15753,2704,2797,2797
47970,15833,2704,2797,2797
48051,15914,2704,2797,2797
48131,15994,2704,2797,2797
48211,16074,2704,2797,2797
48291,16154,2705,2797,2797
48370,16233,2705,2797,2797
48451,16314,2705,2797,2797
48531,16394,2705,2797,2797
48611,16474,2705,2797,2797
48691,16554,2705,2797,2797
48771,16634,2705,2797,2797
48850,16713,2705,2797,2797
48931,16794,2705,2797,2797
49011,16874,2705,2797,2797
49091,16954,2705,2797,2797
49170,17033,2705,2797,2797
49250,17113,2705,2797,2797
49330,17193,2705,2797,2797
49410,17273,2705,2797,2797
49491,17354,2705,2797,2797
49570,17433,2705,2797,2797
49650,17513,2705,2797,2797
49730,17593,2705,2797,2797
49817,17680,2706,3356,3356
49911,17774,2783,3356,3356
49990,17853,2854,3356,3356
50071,17934,2916,3356,3356
50151,18014,2967,3356,3356
50231,18094,3009,3356,3356
50310,18173,3044,3356,3356
50391,18254,3074,3356,3356
50470,18333,3098,3356,3356
50550,18413,3119,3356,3356
50631,18494,3138,3356,3356
50710,18573,3150,3356,3356
50791,18654,3163,3356,3356
50870,18733,3175,3356,3356
50950,18813,3185,3356,3356
51030,18893,3187,3356,3356
51110,18973,3187,3356,3356
51190,19053,3187,3356,3356
51270,19133,3187,3356,3356
51350,19213,3187,3356,3356
51430,19293,3187,3356,3356
51510,19373,3187,3356,3356
51590,19453,3187,3356,3356
51670,19533,3187,3356,3356
51751,19614,3187,3356,3356
51831,19694,3187,3356,3356
51910,19773,3187,3356,3356
51989,19852,3187,3356,3356
52071,19934,3187,3356,3356
52151,20014,3187,3356,3356
52230,20093,3187,3356,3356
52310,20173,3187,3356,3356
52390,20253,3187,3356,3356
52470,20333,3188,3356,3356
52550,20413,3189,3356,3356
52630,20493,3189,3356,3356
52710,20573,3189,3356,3356
52790,20653,3189,3356,3356
52870,20733,3188,3356,3356
52951,20814,3189,3356,3356
53030,20893,3189,3356,3356
53110,20973,3189,3356,3356
53190,21053,3189,3356,3356
53270,21133,3189,3356,3356
53350,21213,3189,3356,3356
53430,21293,3189,3356,3356
53510,21373,3189,3356,3356
53590,21453,3189,3356,3356
53669,21532,3189,3356,3356
53751,21614,3189,3356,3356
53829,21692,3189,3356,3356
53909,21772,3189,3356,3356
53990,21853,3188,3356,3356
54070,21933,3188,3356,3356
54149,22012,3189,3356,3356
54229,22092,3189,3356,3356
54309,22172,3189,3356,3356
54390,22253,3189,3356,3356
54470,22333,3189,3356,3356
54550,22413,3189,3356,3356
54630,22493,3189,3356,3356
54710,22573,3189,3356,3356
54790,22653,3189,3356,3356
54869,22732,3188,3356,3356
54950,22813,3189,3356,3356
55029,22892,3189,3356,3356
55109,22972,3189,3356,3356
55190,23053,3189,3356,3356
55290,23153,3194,3753,3753
55369,23232,3246,3753,3753
55450,23313,3304,3753,3753
55531,23394,3354,3753,3753
55610,23473,3394,3753,3753
55689,23552,3430,3753,3753
55770,23633,3462,3753,3753
55850,23713,3487,3753,3753
55929,23792,3510,3753,3753
56010,23873,3527,3753,3753
56089,23952,3545,3753,3753
56169,24032,3561,3753,3753
56249,24112,3571,3753,3753
56329,24192,3581,3753,3753
56410,24273,3591,3753,3753
56490,24353,3600,3753,3753
56570,24433,3608,3753,3753
56649,24512,3611,3753,3753
56730,24593,3612,3753,3753
56809,24672,3613,3753,3753
56889,24752,3612,3753,3753
56970,24833,3613,3753,3753
57049,24912,3613,3753,3753
57129,24992,3613,3753,3753
57209,25072,3613,3753,3753
57291,25154,3613,3753,3753
57370,25233,3613,3753,3753
57450,25313,3613,3753,3753
57529,25392,3613,3753,3753
57609,25472,3613,3753,3753
57689,25552,3613,3753,3753
57769,25632,3613,3753,3753
57850,25713,3613,3753,3753
57929,25792,3613,3753,3753
58010,25873,3613,3753,3753
58090,25953,3613,3753,3753
58169,26032,3613,3753,3753
58249,26112,3613,3753,3753
58329,26192,3613,3753,3753
58410,26273,3613,3753,3753
58489,26352,3613,3753,3753
58569,26432,3613,3753,3753
58649,26512,3613,3753,3753
58729,26592,3613,3753,3753
58810,26673,3613,3753,3753
58889,26752,3613,3753,3753
58969,26832,3613,3753,3753
59049,26912,3613,3753,3753
59130,26993,3613,3753,3753
59209,27072,3613,3753,3753
59290,27153,3613,3753,3753
59369,27232,3613,3753,3753
59449,27312,3613,3753,3753
59529,27392,3613,3753,3753
59609,27472,3613,3753,3753
59689,27552,3613,3753,3753
59769,27632,3613,3753,3753
59850,27713,3613,3753,3753
59929,27792,3613,3753,3753
60009,27872,3613,3753,3753
60091,27954,3613,3753,3753
60169,28032,3613,3753,3753
60249,28112,3613,3753,3753
60330,28193,3613,3753,3753
60409,28272,3613,3753,3753
60489,28352,3613,3753,3753
60569,28432,3613,3753,3753
60649,28512,3613,3753,3753
60729,28592,3613,3753,3753
60810,28673,3613,3753,3753
60889,28752,3613,3753,3753
60969,28832,3613,3753,3753
61069,28932,3613,3753,3753
61149,29012,3613,3753,3753
61229,29092,3613,3753,3753
61309,29172,3613,3753,3753
61389,29252,3613,3753,3753
61469,29332,3613,3753,3753
61548,29411,3613,3753,3753
61629,29492,3613,3753,3753
61709,29572,3613,3753,3753
61790,29653,3613,3753,3753
61868,29731,3613,3753,3753
61949,29812,3613,3753,3753
62029,29892,3613,3753,3753
62108,29971,3613,3753,3753
62189,30052,3613,3753,3753
62268,30131,3613,3753,3753
62349,30212,3613,3753,3753
62429,30292,3613,3753,3753
62509,30372,3613,3753,3753
62589,30452,3613,3753,3753
62669,30532,3613,3753,3753
62748,30611,3613,3753,3753
62829,30692,3613,3753,3753
62909,30772,3613,3753,3753
62988,30851,3613,3753,3753
63068,30931,3613,3753,3753
63149,31012,3613,3753,3753
63228,31091,3613,3753,3753
63309,31172,3613,3753,3753
