Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory,change,error,K*error,Time[s],mod_time,mod_present_pos,mod_goal_pos
56027,7947,2681,2594,2594,0.0,-87,-5220,56.027,6.399999999999999,-1203.0,-1290.0
56106,8026,2681,2594,2594,0.0,-87,-5220,56.106,6.478999999999999,-1203.0,-1290.0
56187,8107,2681,2594,2594,0.0,-87,-5220,56.187,6.559999999999995,-1203.0,-1290.0
56267,8187,2681,2594,2594,0.0,-87,-5220,56.267,6.640000000000001,-1203.0,-1290.0
56346,8266,2681,2594,2594,0.0,-87,-5220,56.346,6.718999999999994,-1203.0,-1290.0
56426,8346,2681,2594,2594,0.0,-87,-5220,56.426,6.7989999999999995,-1203.0,-1290.0
56507,8427,2681,2594,2594,0.0,-87,-5220,56.507,6.8799999999999955,-1203.0,-1290.0
56587,8507,2681,2594,2594,0.0,-87,-5220,56.587,6.960000000000001,-1203.0,-1290.0
56666,8586,2681,2594,2594,0.0,-87,-5220,56.666,7.038999999999994,-1203.0,-1290.0
56747,8667,2681,2594,2594,0.0,-87,-5220,56.747,7.119999999999997,-1203.0,-1290.0
56826,8746,2681,2594,2594,0.0,-87,-5220,56.826,7.198999999999998,-1203.0,-1290.0
56906,8826,2681,2594,2594,0.0,-87,-5220,56.906,7.278999999999996,-1203.0,-1290.0
56987,8907,2681,2594,2594,0.0,-87,-5220,56.987,7.359999999999999,-1203.0,-1290.0
