Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory,change,error,K*error,Time[s],mod_time,mod_present_pos,mod_goal_pos
47209,31896,3891,4015,4015,0.0,124,7440,47.209,3.510000000000005,808.0,932.0
47289,31976,3891,4015,4015,0.0,124,7440,47.289,3.5900000000000034,808.0,932.0
47368,32055,3891,4015,4015,0.0,124,7440,47.368,3.669000000000004,808.0,932.0
47449,32136,3891,4015,4015,0.0,124,7440,47.449,3.75,808.0,932.0
47528,32215,3891,4015,4015,0.0,124,7440,47.528,3.8290000000000006,808.0,932.0
47608,32295,3891,4015,4015,0.0,124,7440,47.608,3.908999999999999,808.0,932.0
47688,32375,3891,4015,4015,0.0,124,7440,47.688,3.9890000000000043,808.0,932.0
47768,32455,3891,4015,4015,0.0,124,7440,47.768,4.069000000000003,808.0,932.0
47849,32536,3891,4015,4015,0.0,124,7440,47.849,4.149999999999999,808.0,932.0
47929,32616,3891,4015,4015,0.0,124,7440,47.929,4.230000000000004,808.0,932.0
48008,32695,3891,4015,4015,0.0,124,7440,48.008,4.309000000000005,808.0,932.0
48088,8,3891,4015,4015,0.0,124,7440,48.088,4.389000000000003,808.0,932.0
48168,88,3891,4015,4015,0.0,124,7440,48.168,4.469000000000001,808.0,932.0
48247,167,3891,4015,4015,0.0,124,7440,48.247,4.548000000000002,808.0,932.0
48328,248,3891,4015,4015,0.0,124,7440,48.328,4.629000000000005,808.0,932.0
48407,327,3891,4015,4015,0.0,124,7440,48.407,4.707999999999998,808.0,932.0
48487,407,3891,4015,4015,0.0,124,7440,48.487,4.788000000000004,808.0,932.0
48568,488,3891,4015,4015,0.0,124,7440,48.568,4.869,808.0,932.0
48647,567,3891,4015,4015,0.0,124,7440,48.647,4.948,808.0,932.0
48728,648,3891,4015,4015,0.0,124,7440,48.728,5.0290000000000035,808.0,932.0
48808,728,3891,4015,4015,0.0,124,7440,48.808,5.109000000000002,808.0,932.0
48887,807,3891,4015,4015,0.0,124,7440,48.887,5.188000000000002,808.0,932.0
48971,891,3891,4015,4015,0.0,124,7440,48.971,5.2719999999999985,808.0,932.0
49047,967,3891,4015,4015,0.0,124,7440,49.047,5.347999999999999,808.0,932.0
49127,1047,3891,4015,4015,0.0,124,7440,49.127,5.428000000000004,808.0,932.0
49207,1127,3891,4015,4015,0.0,124,7440,49.207,5.508000000000003,808.0,932.0
49287,1207,3891,4015,4015,0.0,124,7440,49.287,5.588000000000001,808.0,932.0
49368,1288,3891,4015,4015,0.0,124,7440,49.368,5.669000000000004,808.0,932.0
49447,1367,3891,4015,4015,0.0,124,7440,49.447,5.748000000000005,808.0,932.0
49527,1447,3891,4015,4015,0.0,124,7440,49.527,5.828000000000003,808.0,932.0
