Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory,change,error,K*error,Time[s]
40889,25576,3081,3208,3208,0.0,127,7620,40.889
40969,25656,3081,3208,3208,0.0,127,7620,40.969
41049,25736,3081,3208,3208,0.0,127,7620,41.049
41130,25817,3081,3208,3208,0.0,127,7620,41.13
41210,25897,3081,3208,3208,0.0,127,7620,41.21
41290,25977,3081,3208,3208,0.0,127,7620,41.29
41369,26056,3081,3208,3208,0.0,127,7620,41.369
41450,26137,3081,3208,3208,0.0,127,7620,41.45
41530,26217,3081,3208,3208,0.0,127,7620,41.53
41609,26296,3081,3208,3208,0.0,127,7620,41.609
41689,26376,3081,3208,3208,0.0,127,7620,41.689
41769,26456,3081,3208,3208,0.0,127,7620,41.769
41850,26537,3081,3208,3208,0.0,127,7620,41.85
41929,26616,3081,3208,3208,0.0,127,7620,41.929
42009,26696,3081,3208,3208,0.0,127,7620,42.009
42090,26777,3081,3208,3208,0.0,127,7620,42.09
42169,26856,3081,3208,3208,0.0,127,7620,42.169
42249,26936,3081,3208,3208,0.0,127,7620,42.249
42329,27016,3081,3208,3208,0.0,127,7620,42.329
42409,27096,3081,3208,3208,0.0,127,7620,42.409
42489,27176,3081,3208,3208,0.0,127,7620,42.489
42570,27257,3081,3208,3208,0.0,127,7620,42.57
42649,27336,3081,3208,3208,0.0,127,7620,42.649
42729,27416,3081,3208,3208,0.0,127,7620,42.729
42809,27496,3081,3208,3208,0.0,127,7620,42.809
42890,27577,3081,3208,3208,0.0,127,7620,42.89
42970,27657,3081,3208,3208,0.0,127,7620,42.97
43049,27736,3081,3208,3208,0.0,127,7620,43.049
43130,27817,3081,3208,3208,0.0,127,7620,43.13
43209,27896,3081,3208,3208,0.0,127,7620,43.209
43290,27977,3081,3208,3208,0.0,127,7620,43.29
43369,28056,3081,3208,3208,0.0,127,7620,43.369
43451,28138,3081,3208,3208,0.0,127,7620,43.451
43529,28216,3081,3208,3208,0.0,127,7620,43.529
43609,28296,3081,3208,3208,0.0,127,7620,43.609
43699,28386,3083,4015,4015,807.0,932,55920,43.699
43769,28456,3169,4015,4015,0.0,846,50760,43.769
43849,28536,3296,4015,4015,0.0,719,43140,43.849
43929,28616,3408,4015,4015,0.0,607,36420,43.929
44010,28697,3503,4015,4015,0.0,512,30720,44.01
44089,28776,3579,4015,4015,0.0,436,26160,44.089
44169,28856,3641,4015,4015,0.0,374,22440,44.169
44250,28937,3692,4015,4015,0.0,323,19380,44.25
44329,29016,3734,4015,4015,0.0,281,16860,44.329
44409,29096,3768,4015,4015,0.0,247,14820,44.409
44488,29175,3794,4015,4015,0.0,221,13260,44.488
44569,29256,3819,4015,4015,0.0,196,11760,44.569
44649,29336,3836,4015,4015,0.0,179,10740,44.649
44730,29417,3852,4015,4015,0.0,163,9780,44.73
44809,29496,3865,4015,4015,0.0,150,9000,44.809
44889,29576,3876,4015,4015,0.0,139,8340,44.889
44969,29656,3883,4015,4015,0.0,132,7920,44.969
45049,29736,3886,4015,4015,0.0,129,7740,45.049
45129,29816,3888,4015,4015,0.0,127,7620,45.129
45209,29896,3890,4015,4015,0.0,125,7500,45.209
45288,29975,3891,4015,4015,0.0,124,7440,45.288
45369,30056,3891,4015,4015,0.0,124,7440,45.369
45449,30136,3891,4015,4015,0.0,124,7440,45.449
45529,30216,3891,4015,4015,0.0,124,7440,45.529
45609,30296,3891,4015,4015,0.0,124,7440,45.609
45689,30376,3891,4015,4015,0.0,124,7440,45.689
45769,30456,3891,4015,4015,0.0,124,7440,45.769
45849,30536,3891,4015,4015,0.0,124,7440,45.849
45929,30616,3891,4015,4015,0.0,124,7440,45.929
46009,30696,3891,4015,4015,0.0,124,7440,46.009
46089,30776,3891,4015,4015,0.0,124,7440,46.089
46170,30857,3891,4015,4015,0.0,124,7440,46.17
46249,30936,3891,4015,4015,0.0,124,7440,46.249
46329,31016,3891,4015,4015,0.0,124,7440,46.329
46409,31096,3891,4015,4015,0.0,124,7440,46.409
46488,31175,3891,4015,4015,0.0,124,7440,46.488
46568,31255,3891,4015,4015,0.0,124,7440,46.568
46649,31336,3891,4015,4015,0.0,124,7440,46.649
46728,31415,3891,4015,4015,0.0,124,7440,46.728
46809,31496,3891,4015,4015,0.0,124,7440,46.809
46889,31576,3891,4015,4015,0.0,124,7440,46.889
46968,31655,3891,4015,4015,0.0,124,7440,46.968
47048,31735,3892,4015,4015,0.0,123,7380,47.048
47130,31817,3891,4015,4015,0.0,124,7440,47.13
47209,31896,3891,4015,4015,0.0,124,7440,47.209
47289,31976,3891,4015,4015,0.0,124,7440,47.289
47368,32055,3891,4015,4015,0.0,124,7440,47.368
47449,32136,3891,4015,4015,0.0,124,7440,47.449
47528,32215,3891,4015,4015,0.0,124,7440,47.528
47608,32295,3891,4015,4015,0.0,124,7440,47.608
47688,32375,3891,4015,4015,0.0,124,7440,47.688
47768,32455,3891,4015,4015,0.0,124,7440,47.768
47849,32536,3891,4015,4015,0.0,124,7440,47.849
47929,32616,3891,4015,4015,0.0,124,7440,47.929
48008,32695,3891,4015,4015,0.0,124,7440,48.008
48088,8,3891,4015,4015,0.0,124,7440,48.088
48168,88,3891,4015,4015,0.0,124,7440,48.168
48247,167,3891,4015,4015,0.0,124,7440,48.247
48328,248,3891,4015,4015,0.0,124,7440,48.328
48407,327,3891,4015,4015,0.0,124,7440,48.407
48487,407,3891,4015,4015,0.0,124,7440,48.487
48568,488,3891,4015,4015,0.0,124,7440,48.568
48647,567,3891,4015,4015,0.0,124,7440,48.647
48728,648,3891,4015,4015,0.0,124,7440,48.728
48808,728,3891,4015,4015,0.0,124,7440,48.808
48887,807,3891,4015,4015,0.0,124,7440,48.887
48971,891,3891,4015,4015,0.0,124,7440,48.971
49047,967,3891,4015,4015,0.0,124,7440,49.047
49127,1047,3891,4015,4015,0.0,124,7440,49.127
49207,1127,3891,4015,4015,0.0,124,7440,49.207
49287,1207,3891,4015,4015,0.0,124,7440,49.287
49368,1288,3891,4015,4015,0.0,124,7440,49.368
49447,1367,3891,4015,4015,0.0,124,7440,49.447
49527,1447,3891,4015,4015,0.0,124,7440,49.527
49627,1547,3884,2594,2594,-1421.0,-1290,-77400,49.627
49708,1628,3710,2594,2594,0.0,-1116,-66960,49.708
49787,1707,3518,2594,2594,0.0,-924,-55440,49.787
49868,1788,3353,2594,2594,0.0,-759,-45540,49.868
49947,1867,3224,2594,2594,0.0,-630,-37800,49.947
50028,1948,3120,2594,2594,0.0,-526,-31560,50.028
50107,2027,3039,2594,2594,0.0,-445,-26700,50.107
50187,2107,2971,2594,2594,0.0,-377,-22620,50.187
50267,2187,2916,2594,2594,0.0,-322,-19320,50.267
50348,2268,2873,2594,2594,0.0,-279,-16740,50.348
50427,2347,2836,2594,2594,0.0,-242,-14520,50.427
50507,2427,2806,2594,2594,0.0,-212,-12720,50.507
50587,2507,2783,2594,2594,0.0,-189,-11340,50.587
50668,2588,2764,2594,2594,0.0,-170,-10200,50.668
50747,2667,2745,2594,2594,0.0,-151,-9060,50.747
50827,2747,2730,2594,2594,0.0,-136,-8160,50.827
50907,2827,2721,2594,2594,0.0,-127,-7620,50.907
50988,2908,2711,2594,2594,0.0,-117,-7020,50.988
51068,2988,2702,2594,2594,0.0,-108,-6480,51.068
51147,3067,2694,2594,2594,0.0,-100,-6000,51.147
51227,3147,2689,2594,2594,0.0,-95,-5700,51.227
51307,3227,2687,2594,2594,0.0,-93,-5580,51.307
51387,3307,2686,2594,2594,0.0,-92,-5520,51.387
51468,3388,2684,2594,2594,0.0,-90,-5400,51.468
51547,3467,2682,2594,2594,0.0,-88,-5280,51.547
51627,3547,2681,2594,2594,0.0,-87,-5220,51.627
51707,3627,2681,2594,2594,0.0,-87,-5220,51.707
51787,3707,2681,2594,2594,0.0,-87,-5220,51.787
51867,3787,2681,2594,2594,0.0,-87,-5220,51.867
51948,3868,2681,2594,2594,0.0,-87,-5220,51.948
52027,3947,2681,2594,2594,0.0,-87,-5220,52.027
52108,4028,2681,2594,2594,0.0,-87,-5220,52.108
52187,4107,2681,2594,2594,0.0,-87,-5220,52.187
52267,4187,2681,2594,2594,0.0,-87,-5220,52.267
52348,4268,2681,2594,2594,0.0,-87,-5220,52.348
52427,4347,2681,2594,2594,0.0,-87,-5220,52.427
52507,4427,2681,2594,2594,0.0,-87,-5220,52.507
52586,4506,2681,2594,2594,0.0,-87,-5220,52.586
52667,4587,2681,2594,2594,0.0,-87,-5220,52.667
52747,4667,2681,2594,2594,0.0,-87,-5220,52.747
52827,4747,2681,2594,2594,0.0,-87,-5220,52.827
52907,4827,2681,2594,2594,0.0,-87,-5220,52.907
52987,4907,2681,2594,2594,0.0,-87,-5220,52.987
53067,4987,2681,2594,2594,0.0,-87,-5220,53.067
53147,5067,2681,2594,2594,0.0,-87,-5220,53.147
53228,5148,2681,2594,2594,0.0,-87,-5220,53.228
53307,5227,2681,2594,2594,0.0,-87,-5220,53.307
53387,5307,2681,2594,2594,0.0,-87,-5220,53.387
53466,5386,2681,2594,2594,0.0,-87,-5220,53.466
53547,5467,2681,2594,2594,0.0,-87,-5220,53.547
53627,5547,2681,2594,2594,0.0,-87,-5220,53.627
53707,5627,2681,2594,2594,0.0,-87,-5220,53.707
53787,5707,2681,2594,2594,0.0,-87,-5220,53.787
53867,5787,2681,2594,2594,0.0,-87,-5220,53.867
53947,5867,2681,2594,2594,0.0,-87,-5220,53.947
54026,5946,2681,2594,2594,0.0,-87,-5220,54.026
54106,6026,2681,2594,2594,0.0,-87,-5220,54.106
54187,6107,2681,2594,2594,0.0,-87,-5220,54.187
54267,6187,2681,2594,2594,0.0,-87,-5220,54.267
54347,6267,2681,2594,2594,0.0,-87,-5220,54.347
54426,6346,2681,2594,2594,0.0,-87,-5220,54.426
54507,6427,2681,2594,2594,0.0,-87,-5220,54.507
54587,6507,2681,2594,2594,0.0,-87,-5220,54.587
54668,6588,2681,2594,2594,0.0,-87,-5220,54.668
54747,6667,2681,2594,2594,0.0,-87,-5220,54.747
54827,6747,2681,2594,2594,0.0,-87,-5220,54.827
54907,6827,2681,2594,2594,0.0,-87,-5220,54.907
54986,6906,2681,2594,2594,0.0,-87,-5220,54.986
55067,6987,2681,2594,2594,0.0,-87,-5220,55.067
55147,7067,2681,2594,2594,0.0,-87,-5220,55.147
55227,7147,2681,2594,2594,0.0,-87,-5220,55.227
55307,7227,2681,2594,2594,0.0,-87,-5220,55.307
55387,7307,2681,2594,2594,0.0,-87,-5220,55.387
55468,7388,2681,2594,2594,0.0,-87,-5220,55.468
55547,7467,2681,2594,2594,0.0,-87,-5220,55.547
55626,7546,2681,2594,2594,0.0,-87,-5220,55.626
55706,7626,2681,2594,2594,0.0,-87,-5220,55.706
55787,7707,2681,2594,2594,0.0,-87,-5220,55.787
55867,7787,2681,2594,2594,0.0,-87,-5220,55.867
55946,7866,2681,2594,2594,0.0,-87,-5220,55.946
56027,7947,2681,2594,2594,0.0,-87,-5220,56.027
56106,8026,2681,2594,2594,0.0,-87,-5220,56.106
56187,8107,2681,2594,2594,0.0,-87,-5220,56.187
56267,8187,2681,2594,2594,0.0,-87,-5220,56.267
56346,8266,2681,2594,2594,0.0,-87,-5220,56.346
56426,8346,2681,2594,2594,0.0,-87,-5220,56.426
56507,8427,2681,2594,2594,0.0,-87,-5220,56.507
56587,8507,2681,2594,2594,0.0,-87,-5220,56.587
56666,8586,2681,2594,2594,0.0,-87,-5220,56.666
56747,8667,2681,2594,2594,0.0,-87,-5220,56.747
56826,8746,2681,2594,2594,0.0,-87,-5220,56.826
56906,8826,2681,2594,2594,0.0,-87,-5220,56.906
56987,8907,2681,2594,2594,0.0,-87,-5220,56.987
