Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory,change,error,K*error,Time[s],mod_time,mod_present_pos,mod_goal_pos
61069,28932,3613,3753,3753,0.0,140,7000,61.069,5.7790000000000035,419.0,559.0
61149,29012,3613,3753,3753,0.0,140,7000,61.149,5.859000000000002,419.0,559.0
61229,29092,3613,3753,3753,0.0,140,7000,61.229,5.939,419.0,559.0
61309,29172,3613,3753,3753,0.0,140,7000,61.309,6.018999999999998,419.0,559.0
61389,29252,3613,3753,3753,0.0,140,7000,61.389,6.099000000000004,419.0,559.0
61469,29332,3613,3753,3753,0.0,140,7000,61.469,6.179000000000002,419.0,559.0
61548,29411,3613,3753,3753,0.0,140,7000,61.548,6.258000000000003,419.0,559.0
61629,29492,3613,3753,3753,0.0,140,7000,61.629,6.338999999999999,419.0,559.0
61709,29572,3613,3753,3753,0.0,140,7000,61.709,6.419000000000004,419.0,559.0
61790,29653,3613,3753,3753,0.0,140,7000,61.79,6.5,419.0,559.0
61868,29731,3613,3753,3753,0.0,140,7000,61.868,6.578000000000003,419.0,559.0
61949,29812,3613,3753,3753,0.0,140,7000,61.949,6.658999999999999,419.0,559.0
62029,29892,3613,3753,3753,0.0,140,7000,62.029,6.739000000000004,419.0,559.0
62108,29971,3613,3753,3753,0.0,140,7000,62.108,6.817999999999998,419.0,559.0
62189,30052,3613,3753,3753,0.0,140,7000,62.189,6.899000000000001,419.0,559.0
62268,30131,3613,3753,3753,0.0,140,7000,62.268,6.9780000000000015,419.0,559.0
62349,30212,3613,3753,3753,0.0,140,7000,62.349,7.0589999999999975,419.0,559.0
62429,30292,3613,3753,3753,0.0,140,7000,62.429,7.139000000000003,419.0,559.0
62509,30372,3613,3753,3753,0.0,140,7000,62.509,7.219000000000001,419.0,559.0
62589,30452,3613,3753,3753,0.0,140,7000,62.589,7.2989999999999995,419.0,559.0
62669,30532,3613,3753,3753,0.0,140,7000,62.669,7.378999999999998,419.0,559.0
62748,30611,3613,3753,3753,0.0,140,7000,62.748,7.457999999999998,419.0,559.0
62829,30692,3613,3753,3753,0.0,140,7000,62.829,7.5390000000000015,419.0,559.0
62909,30772,3613,3753,3753,0.0,140,7000,62.909,7.619,419.0,559.0
62988,30851,3613,3753,3753,0.0,140,7000,62.988,7.698,419.0,559.0
63068,30931,3613,3753,3753,0.0,140,7000,63.068,7.777999999999999,419.0,559.0
63149,31012,3613,3753,3753,0.0,140,7000,63.149,7.859000000000002,419.0,559.0
63228,31091,3613,3753,3753,0.0,140,7000,63.228,7.938000000000002,419.0,559.0
63309,31172,3613,3753,3753,0.0,140,7000,63.309,8.018999999999998,419.0,559.0
