Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory,change,error,K*error,Time[s],mod_time,mod_present_pos,mod_goal_pos
21952,6639,3397,3512,3512,0.0,115,6900,21.952,3.1140000000000008,1302.0,1417.0
22032,6719,3398,3512,3512,0.0,114,6840,22.032,3.193999999999999,1303.0,1417.0
22113,6800,3397,3512,3512,0.0,115,6900,22.113,3.2749999999999986,1302.0,1417.0
22192,6879,3398,3512,3512,0.0,114,6840,22.192,3.353999999999999,1303.0,1417.0
22273,6960,3397,3512,3512,0.0,115,6900,22.273,3.4349999999999987,1302.0,1417.0
22352,7039,3398,3512,3512,0.0,114,6840,22.352,3.5139999999999993,1303.0,1417.0
22432,7119,3398,3512,3512,0.0,114,6840,22.432,3.5939999999999976,1303.0,1417.0
22512,7199,3398,3512,3512,0.0,114,6840,22.512,3.6739999999999995,1303.0,1417.0
22592,7279,3398,3512,3512,0.0,114,6840,22.592,3.753999999999998,1303.0,1417.0
22672,7359,3398,3512,3512,0.0,114,6840,22.672,3.8339999999999996,1303.0,1417.0
22752,7439,3397,3512,3512,0.0,115,6900,22.752,3.913999999999998,1302.0,1417.0
22831,7518,3397,3512,3512,0.0,115,6900,22.831,3.9929999999999986,1302.0,1417.0
22912,7599,3398,3512,3512,0.0,114,6840,22.912,4.073999999999998,1303.0,1417.0
22992,7679,3397,3512,3512,0.0,115,6900,22.992,4.154,1302.0,1417.0
23072,7759,3397,3512,3512,0.0,115,6900,23.072,4.233999999999998,1302.0,1417.0
23152,7839,3397,3512,3512,0.0,115,6900,23.152,4.314,1302.0,1417.0
23232,7919,3398,3512,3512,0.0,114,6840,23.232,4.393999999999998,1303.0,1417.0
23312,7999,3397,3512,3512,0.0,115,6900,23.312,4.474,1302.0,1417.0
23391,8078,3397,3512,3512,0.0,115,6900,23.391,4.552999999999997,1302.0,1417.0
23472,8159,3398,3512,3512,0.0,114,6840,23.472,4.634,1303.0,1417.0
23552,8239,3397,3512,3512,0.0,115,6900,23.552,4.713999999999999,1302.0,1417.0
23632,8319,3398,3512,3512,0.0,114,6840,23.632,4.7940000000000005,1303.0,1417.0
23711,8398,3397,3512,3512,0.0,115,6900,23.711,4.8729999999999976,1302.0,1417.0
23792,8479,3397,3512,3512,0.0,115,6900,23.792,4.954000000000001,1302.0,1417.0
23871,8558,3397,3512,3512,0.0,115,6900,23.871,5.032999999999998,1302.0,1417.0
23952,8639,3397,3512,3512,0.0,115,6900,23.952,5.114000000000001,1302.0,1417.0
24031,8718,3397,3512,3512,0.0,115,6900,24.031,5.192999999999998,1302.0,1417.0
24111,8798,3397,3512,3512,0.0,115,6900,24.111,5.273,1302.0,1417.0
24192,8879,3397,3512,3512,0.0,115,6900,24.192,5.353999999999999,1302.0,1417.0
24272,8959,3397,3512,3512,0.0,115,6900,24.272,5.4339999999999975,1302.0,1417.0
24352,9039,3398,3512,3512,0.0,114,6840,24.352,5.513999999999999,1303.0,1417.0
24431,9118,3398,3512,3512,0.0,114,6840,24.431,5.593,1303.0,1417.0
24512,9199,3398,3512,3512,0.0,114,6840,24.512,5.6739999999999995,1303.0,1417.0
24592,9279,3398,3512,3512,0.0,114,6840,24.592,5.753999999999998,1303.0,1417.0
24672,9359,3398,3512,3512,0.0,114,6840,24.672,5.834,1303.0,1417.0
24752,9439,3398,3512,3512,0.0,114,6840,24.752,5.913999999999998,1303.0,1417.0
24831,9518,3398,3512,3512,0.0,114,6840,24.831,5.9929999999999986,1303.0,1417.0
24912,9599,3398,3512,3512,0.0,114,6840,24.912,6.073999999999998,1303.0,1417.0
24991,9678,3398,3512,3512,0.0,114,6840,24.991,6.152999999999999,1303.0,1417.0
