Time[ms],Realtime Tick,Present Position,Goal Position,Position Trajectory,change,error,K*error,Time[s],mod_time,mod_present_pos,mod_goal_pos
13395,30849,2998,1961,1961,0.0,-1037,-62220,13.395,0.07399999999999984,-113.0,-1150.0
13474,30928,2836,1961,1961,0.0,-875,-52500,13.474,0.15300000000000047,-275.0,-1150.0
13554,31008,2688,1961,1961,0.0,-727,-43620,13.554,0.23300000000000054,-423.0,-1150.0
13634,31088,2563,1961,1961,0.0,-602,-36120,13.634,0.3130000000000006,-548.0,-1150.0
13714,31168,2461,1961,1961,0.0,-500,-30000,13.714,0.3930000000000007,-650.0,-1150.0
13794,31248,2381,1961,1961,0.0,-420,-25200,13.794,0.47300000000000075,-730.0,-1150.0
13874,31328,2317,1961,1961,0.0,-356,-21360,13.874,0.5530000000000008,-794.0,-1150.0
13954,31408,2267,1961,1961,0.0,-306,-18360,13.954,0.6330000000000009,-844.0,-1150.0
14034,31488,2227,1961,1961,0.0,-266,-15960,14.034,0.713000000000001,-884.0,-1150.0
14114,31568,2194,1961,1961,0.0,-233,-13980,14.114,0.793000000000001,-917.0,-1150.0
14194,31648,2167,1961,1961,0.0,-206,-12360,14.194,0.8730000000000011,-944.0,-1150.0
14274,31728,2146,1961,1961,0.0,-185,-11100,14.274,0.9529999999999994,-965.0,-1150.0
14354,31808,2130,1961,1961,0.0,-169,-10140,14.354,1.0329999999999995,-981.0,-1150.0
14434,31888,2117,1961,1961,0.0,-156,-9360,14.434,1.1129999999999995,-994.0,-1150.0
14514,31968,2106,1961,1961,0.0,-145,-8700,14.514,1.1929999999999996,-1005.0,-1150.0
14594,32048,2100,1961,1961,0.0,-139,-8340,14.594,1.2729999999999997,-1011.0,-1150.0
14674,32128,2097,1961,1961,0.0,-136,-8160,14.674,1.3529999999999998,-1014.0,-1150.0
14754,32208,2095,1961,1961,0.0,-134,-8040,14.754,1.4329999999999998,-1016.0,-1150.0
14834,32288,2094,1961,1961,0.0,-133,-7980,14.834,1.513,-1017.0,-1150.0
14914,32368,2094,1961,1961,0.0,-133,-7980,14.914,1.593,-1017.0,-1150.0
14994,32448,2094,1961,1961,0.0,-133,-7980,14.994,1.673,-1017.0,-1150.0
15074,32528,2094,1961,1961,0.0,-133,-7980,15.074,1.7530000000000001,-1017.0,-1150.0
15154,32608,2094,1961,1961,0.0,-133,-7980,15.154,1.8330000000000002,-1017.0,-1150.0
15234,32688,2094,1961,1961,0.0,-133,-7980,15.234,1.9130000000000003,-1017.0,-1150.0
15313,0,2094,1961,1961,0.0,-133,-7980,15.313,1.9920000000000009,-1017.0,-1150.0
15393,80,2094,1961,1961,0.0,-133,-7980,15.393,2.072000000000001,-1017.0,-1150.0
