turn,total_collisions,first_ball_collision,potted_ball,action,start_ball0_x,start_ball0_y,start_ball8_x,start_ball8_y,start_ball1_x,start_ball1_y,start_ball2_x,start_ball2_y,start_ball3_x,start_ball3_y,start_ball4_x,start_ball4_y,start_ball5_x,start_ball5_y,start_ball6_x,start_ball6_y,start_ball11_x,start_ball11_y,start_ball12_x,start_ball12_y,start_ball13_x,start_ball13_y,start_ball14_x,start_ball14_y,end_ball0_x,end_ball0_y,end_ball8_x,end_ball8_y,end_ball1_x,end_ball1_y,end_ball2_x,end_ball2_y,end_ball3_x,end_ball3_y,end_ball4_x,end_ball4_y,end_ball5_x,end_ball5_y,end_ball6_x,end_ball6_y,end_ball11_x,end_ball11_y,end_ball12_x,end_ball12_y,end_ball13_x,end_ball13_y,end_ball14_x,end_ball14_y
0,7,0,none,1.9000000000000004,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,403.1411065169998,235.7510018163531,704.0,309.0,571.2140632959696,423.9835648600309,571.4757944818106,281.8944141046636,716.2150850694486,395.9836417286806,246.62949746004608,200.50941840397348,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,2.0000000000000004,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,401.34347538787927,236.6620205414627,704.0,309.0,570.499328037533,422.2101142924534,571.9361269722654,281.84885066221256,718.7939458147947,395.7952597363582,246.40642417878715,201.69409612492154,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,2.1000000000000005,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,399.5273929095969,237.5844639911731,704.0,309.0,569.7299901083501,420.40220825610504,572.4047842950418,281.7959943877428,721.4149185558126,395.6043586771976,246.18570360420355,202.8742448650868,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,2.2000000000000006,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,397.74275313824285,238.4892436615832,704.0,309.0,568.9043728164568,418.5612130474026,572.880689390559,281.73547667486724,718.295034973646,399.2650728306575,245.9672830820654,204.04989884205258,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,764.6797335248715,370.3287638688773,543.0,466.0
0,7,0,none,2.3000000000000007,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,395.9626780143582,239.39155223331028,704.0,309.0,568.0209144932967,416.6885497401746,573.3627406632665,281.6669257045547,720.859011746805,399.37701297741745,245.76145194984358,205.16035440607394,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,764.8051324272592,370.0165215091185,543.0,466.0
0,7,0,none,3.6,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,374.3355667911369,250.09996181496027,704.0,309.0,550.7970183748367,390.18187876650813,579.6445570058862,280.12403820166287,750.7141842528,417.5176735409099,243.4858887380087,217.85832305442617,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,772.6744309300318,349.23936221449964,543.0,466.0
0,7,0,none,3.7,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,372.84800458014377,250.79932415052244,704.0,309.0,548.4653787116932,387.7092343975681,577.315041655439,276.9498181146701,751.910657020734,417.20722304358014,243.3458432791349,218.66444816861045,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,768.2218336881373,354.8056445291849,543.0,466.0
0,7,0,none,3.8000000000000003,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,371.3645845247662,251.49104901749956,704.0,309.0,545.9910071434373,385.1913375666899,574.8135512285861,273.6159988971265,752.0071873077276,416.65899134242005,243.20699943773022,219.46771085107133,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,764.3840388371891,360.7754316315054,543.0,466.0
0,7,0,none,3.9000000000000004,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,369.9094352304771,252.16165358411502,704.0,309.0,543.3774598562176,382.6330164407834,572.1389075978993,270.1248391563552,750.8647697133464,416.02492108155457,243.06932858158308,220.26813263227072,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,761.3247332558066,367.00347525906193,543.0,466.0
0,7,0,none,4.0,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,368.4999614116254,252.8016106661787,704.0,309.0,540.628364945801,380.03894255541013,569.2900173091604,266.4786933371904,748.5571167703258,414.81651350296323,242.93689977376619,221.04068028920048,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,4.1000000000000005,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,367.09599407942676,253.43257081785018,704.0,309.0,539.7204480525565,378.5371858136829,572.895015762009,269.72312120658614,755.1906914381253,421.8134850770374,242.81132371425508,221.77519101276388,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,763.3012253833651,360.97853335906404,543.0,466.0
0,7,0,none,4.200000000000001,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,383.3983159793484,250.21918280939005,704.0,309.0,519.0268493144765,379.5028716023192,566.6122352056769,262.48398638210926,746.7120153754082,420.6848194079484,242.68676551947968,222.50714022943026,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,4.300000000000001,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,381.3353075487318,251.20444667339868,704.0,309.0,519.3331341418047,378.2713434413063,573.5814356158595,269.27445397726024,763.8515280927501,420.9120142412678,242.56320043551818,223.23654713183097,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,761.4190919574625,361.58345878787895,543.0,466.0
0,7,0,none,4.4,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,379.370605403048,252.1313603291618,704.0,309.0,518.6146502185234,376.4067558196167,582.7122846868442,278.283791293126,789.2147530594219,419.4941606132578,242.4480034198587,223.91784376684072,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,762.4409896034437,346.503567695932,543.0,466.0
0,7,0,none,5.6,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,557.8456942639831,135.40210942615997,704.0,309.0,494.92513239698974,420.1657433056058,425.7919379811783,218.61244576045277,924.4763965120873,330.6029290304797,241.30201489763652,230.83150962475946,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,5.699999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,542.9809737450029,141.80390322054612,704.0,309.0,497.3588188359628,419.24971524762213,429.02346637649015,219.6757388691324,942.7550212195766,362.0634253973054,241.22596094602818,231.29920382413457,129.0,544.0,173.0,457.0,983.3348128037733,325.7218171017036,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,5.799999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,640.6204617377912,144.35185918167068,704.0,309.0,433.1057448924396,377.6632629344558,432.2404318088396,220.6786792989705,1100.46571656329,407.8904464452317,241.15038058397192,231.7653873780723,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,5.899999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,619.1968371049674,147.8296953619596,704.0,309.0,437.5091108179219,380.51879015487765,435.43538052475776,221.62995589240612,1101.3760943234522,520.4409573661977,241.081279191821,232.19218026826937,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,8,0,none,5.999999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,596.1794022158471,152.88767866669167,738.3758425079892,248.1372384601812,441.82660257707175,382.8708684500946,438.6018071727539,222.5284796938122,674.1083755695062,329.80751631089896,241.01555382901665,232.59894663134526,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,8,0,none,6.099999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,570.6589473769283,160.02590048040165,704.0,309.0,445.97809455495974,384.66907707086534,440.0771776886141,220.21005134580608,447.0046747886533,478.37227574008006,240.95021607191126,233.00442108301124,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,550.1387111034406,445.60705609751585
0,9,0,none,6.1999999999999975,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,533.5675870423553,173.67819744556107,704.0,309.0,448.9746796871246,384.5303626470811,433.1586246993114,202.42287212292715,547.5924349220944,512.4959821472341,240.88525517873683,233.40861300350124,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,542.0854843107471,458.98443353537044
0,7,0,correct_ball,6.299999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,472.0472568214515,200.8102293970383,704.0,309.0,436.4719838943283,362.42812470928436,408.52870262390843,153.31392345159662,603.6760534566777,607.7850577122738,240.82746240995235,233.7685284781106,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,correct_ball,6.399999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,459.88063853988973,204.84857382599324,704.0,309.0,436.4249000332679,359.1190760735474,407.2227883338858,148.00712582771772,589.0305736180846,605.8327040854723,240.77201736436595,234.1144947093269,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,none,7.6,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,403.1711839132845,222.29643689439575,704.0,309.0,471.16297427560306,364.19848216047023,460.54643441739,201.45050946846203,658.4250354074878,538.9718238802577,240.2755569980263,237.24191263991662,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,9,0,none,7.699999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,420.05097773898365,228.09384746890598,704.0,309.0,449.9145485648033,358.5372740438771,472.98574939904137,189.02042159834411,642.8502390723854,532.0150862139106,240.2484495646,237.4141750013909,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0388792479646,465.9380143418388
0,8,0,none,7.799999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,416.8732451848157,222.5468830166221,704.0,309.0,451.24154251363814,356.92070858345835,484.32430204316415,229.80443630631498,1097.0464505056189,481.5853171188637,240.2214501383591,237.5859491529755,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,590.1031682279954,435.6033073693931
0,9,0,none,7.899999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,409.4891236860719,225.8524293582998,704.0,309.0,451.9676710203772,354.85253982832916,487.2234927653221,216.79598818740791,939.5794110129964,295.4849788571744,240.20001921625888,237.72233497815625,129.0,544.0,173.0,457.0,1002.4211155288822,338.2397039378223,157.0,349.0,759.0,374.0,588.0309124685699,436.2364290879388
0,7,0,correct_ball,7.999999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,391.4164367097119,236.1690563047756,704.0,309.0,430.31742146181097,332.16637560975636,419.54101669188464,125.53638911653943,592.0644086956509,609.8459139250788,240.1815094270281,237.84019500986136,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,566.4823973978405,450.0900664431849
0,6,0,correct_ball,8.099999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,387.5496380971766,237.72036687282724,704.0,309.0,430.64799850997065,330.86172873688776,420.27245664178236,125.85104698661087,595.1436560935134,609.271039955362,240.16306723054598,237.9577368084425,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,565.7174741324994,450.2082548619418
0,6,0,correct_ball,8.199999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,383.86717733201016,239.26080043388953,704.0,309.0,430.8435746143238,329.5347151437739,420.9468831982507,126.28821819707969,598.3475773672288,608.6079673949013,240.14469021396147,238.07496253370954,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,564.8879349600245,450.3736871938344
0,7,0,correct_ball,8.299999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,380.35894546845896,240.78211789862684,704.0,309.0,430.9145399325093,328.19629703669904,421.56366069907375,126.74544938989257,601.6362460896786,607.8663732075629,240.13047095373705,238.1656886961528,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,563.9876825161888,450.5940814535848
0,7,0,correct_ball,8.399999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,378.1633481414757,241.49941092075778,704.0,309.0,433.4657369054871,328.9290325393815,426.4892887871003,132.6529864408866,589.8979210730421,612.2150237159112,240.12039588615198,238.229974941471,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,565.053782955915,449.3341131573185
0,9,0,none,9.6,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,419.1525362201744,218.97329458389237,704.0,309.0,425.756867422151,337.02259417572816,418.599664925594,164.6305277016497,526.883343445151,532.3985723002039,240.07590351549095,238.51475388991685,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1098.937153421276,556.8148268964753
0,9,0,none,9.7,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,404.8042831182797,225.12897953158867,704.0,309.0,428.1744583919055,335.53209834199436,420.792741193005,164.84803924874595,527.8302485534822,545.7990826283324,240.0740481098815,238.52673227789637,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1098.5411669842688,548.1068480070082
0,9,0,none,9.799999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,392.76775705989365,230.86588750938924,704.0,309.0,429.92633195853625,333.51113467107916,423.3528821620419,155.79420187882607,529.3715207594249,559.0815092899386,240.07219403067958,238.53871057933628,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1106.0685055592057,538.2936556214644
0,9,0,none,9.899999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,382.7756201147034,236.0328352031987,704.0,309.0,430.97137348996404,331.1219290067128,424.533650774956,155.87046709093875,531.5118145959964,569.4548828999938,240.07034109492886,238.55068873111617,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1087.9894431129662,521.7151174979974
0,8,0,none,9.999999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,374.4488806043803,240.63021711884912,704.0,309.0,431.40988442872236,328.5248981831149,425.22301740088363,155.90615673658345,533.3086437560481,559.524232034368,240.06848912176906,238.56266667072776,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1090.4019926981907,501.3783400332801
0,8,0,none,10.099999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,378.0592901287678,243.35277894142118,704.0,309.0,423.1397067327559,324.1379742195107,426.3106997935649,147.60762530210854,534.8317341111249,533.0053472366462,240.06663793240978,238.57464433626245,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1084.355761647052,481.4335286186546
0,8,0,none,10.199999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,370.7048763242273,247.32239303463714,704.0,309.0,423.77309385124687,321.9165213467499,426.13032235928335,147.6430694646211,536.9172802645149,509.3762858976855,240.06478735010435,238.586621666399,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1081.8525236324526,469.97073307102437
0,8,0,none,10.299999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,364.5222853874585,250.84245705666797,704.0,309.0,423.931458246566,319.61490683722116,425.53669082577915,147.75251451060225,539.9428772940048,489.70606878856205,240.06293720012414,238.59859860039168,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1084.178655545819,440.7931242554993
0,8,0,none,10.399999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,359.3428367931071,253.93031559936227,704.0,309.0,423.7198492673595,317.32372433692814,425.3557673547212,140.2717639896396,545.1357404342845,474.47601499831705,240.06108730973347,238.61057507805864,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,1087.983278542713,422.83819255542136
0,8,0,wrong_ball,11.6,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,363.96852398015506,249.87796110959508,704.0,309.0,415.64160238649947,312.8020483453189,355.715877241512,148.373705187741,744.2651939699672,413.580225000449,240.0388486115405,238.7542360322097,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,765.3108342957826,365.7297888996939,603.0214160217926,608.3676163449204
0,8,0,none,11.7,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,357.7540776723147,254.6446344957733,704.0,309.0,421.8999061984318,314.6222017921953,360.1714793933814,137.8843188810514,1031.9282216344309,575.8073612438208,240.03698723983175,238.7662013379253,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,883.5577063585629,207.47281819992097,758.7893728337486,544.0893982254622
0,8,0,none,11.799999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,352.4987763923131,258.9779236307633,704.0,309.0,422.27427309324344,312.3872585272513,359.7981910765092,142.32603101474996,1043.7993575329663,557.3933130602562,240.03512390535414,238.77816539801464,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,794.6913911535196,284.9459827872998,673.315643447859,504.03522307550804
0,8,0,none,11.899999999999999,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,368.43516191709153,243.30719070067875,704.0,309.0,421.2774356288413,317.37837859681883,345.27370513972477,164.32427051540412,970.162575078813,493.08844349666384,240.03325846247003,238.79012815951447,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,761.2253091988108,359.1306597687346,579.0846851958314,496.24875006389476
0,7,0,none,11.999999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,368.3531362819838,248.72737521518627,704.0,309.0,416.80627954264594,314.46906978809585,345.8236496550978,166.82509621283316,924.6869164541175,441.8178801914037,240.03139076717676,238.80208956986982,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,559.0031850589803,513.4393994219375
0,7,0,none,12.099999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,360.6602044904626,254.92790751206348,704.0,309.0,418.6694265176748,312.68621676422975,346.08448329173643,169.65331713776112,900.8246754021577,465.1431141623397,240.02952067708688,238.81404957692598,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,549.7839975763152,526.8363075703572
0,7,0,none,12.199999999999998,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,373.29048712846867,241.65141387499492,704.0,309.0,415.578892425667,314.09378895435964,338.40329776246585,186.4479206394642,867.144328200235,488.8578822437792,240.02764805140882,238.82600812892068,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.287878346134,543.6186358425163
0,7,0,none,12.299999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,363.76627945904835,249.5111854602515,704.0,309.0,418.2930564901887,312.84752646763354,338.949806202074,187.86385591695975,863.3509794046748,511.47393233031283,240.0257727509276,238.83796517447627,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,538.8031132816327,554.0930912052889
0,8,0,none,12.399999999999997,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,370.85214640410834,239.92081833569458,704.0,309.0,415.693745040961,312.3339842860182,335.45533061108597,199.950211627624,798.3788032048676,394.60299423541153,240.02389463798596,238.8499206625923,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,542.9097523610398,466.1305495005347
0,7,0,correct_ball,13.6,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,339.42555911148304,290.53655945801984,704.0,309.0,407.64174327186544,289.90535119301114,335.0,216.0,1129.5736891067952,603.3803552506214,240.00108985055738,238.99324695941647,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
0,7,0,correct_ball,13.7,161,271,704,309,386,291,335,216,287,303,240,239,129,544,173,457,972,335,157,349,759,374,543,466,337.9184195859454,294.47870760708594,704.0,309.0,406.06601286888895,288.16497759947737,335.0,216.0,1123.123232133743,594.8657615665724,240.0,239.0,129.0,544.0,173.0,457.0,972.0,335.0,157.0,349.0,759.0,374.0,543.0,466.0
