id incr_x incr_y pos1 pos2
0 0.0 0.0 0.0 0.0
1 3395.01806640625 -2205.912109375 -1679.2695214105795 5373.662468513855
2 -189.005126953125 537.014404296875 -923.6120906801009 -923.6120906801009
3 -1935.3402099609375 -400.6654052734375 1763.2594458438286 -1763.2594458438286
