turn,total_collisions,first_ball_collision,potted_ball,action,start_ball0_x,start_ball0_y,start_ball8_x,start_ball8_y,start_ball1_x,start_ball1_y,start_ball9_x,start_ball9_y,end_ball0_x,end_ball0_y,end_ball8_x,end_ball8_y,end_ball1_x,end_ball1_y,end_ball9_x,end_ball9_y
1,2,-1,nothing,350,988,491,211,468,696,484,1032,541,292.5393159313526,112.38805942020859,211.0,468.0,696.0,484.0,1032.0,541.0
0,2,-1,nothing,355,988,491,211,468,696,484,1032,541,284.6554613638795,304.89739384053064,211.0,468.0,696.0,484.0,1032.0,541.0
1,3,0,nothing,0,322,410,259,191,382,324,323,522,691.4507921966953,522.2226797124038,211.0,468.0,142.48927373000905,380.1175141527349,1032.0,541.0
1,5,1,nothing,5,322,410,259,191,382,324,323,522,151.99419318545776,548.3862901589703,259.0,191.0,382.0,324.0,318.8740617670486,501.4830442801908
1,3,-1,nothing,10,322,410,259,191,382,324,323,522,162.02066850262415,402.7176122918926,259.0,191.0,382.0,324.0,323.0,522.0
0,4,0,nothing,15,322,410,259,191,382,324,323,522,206.80802866641756,440.7022971372223,256.0759119749108,190.3848934965742,307.9480627231228,196.38869728065754,323.0,522.0
0,4,-1,nothing,20,322,410,259,191,382,324,323,522,290.16463745840883,209.58059960291433,111.72143800715142,112.78940527981754,382.0,324.0,323.0,522.0
0,4,-1,nothing,25,322,410,259,191,382,324,323,522,104.47616467494895,170.06712455590687,259.0,191.0,382.0,324.0,323.0,522.0
1,2,-1,nothing,30,322,410,259,191,382,324,323,522,1117.880440787188,75.31057629144226,259.0,191.0,382.0,324.0,323.0,522.0
1,5,-1,nothing,35,322,410,259,191,382,324,323,522,1086.1487163750453,471.4162163462037,259.0,191.0,382.0,324.0,323.0,522.0
0,4,0,nothing,40,322,410,259,191,382,324,323,522,407.70756696374633,369.3401081825817,259.0,191.0,379.82923592838694,322.3165865726035,323.0,522.0
1,3,-1,nothing,45,322,410,259,191,382,324,323,522,515.412287279804,420.93426751818544,259.0,191.0,382.0,324.0,323.0,522.0
0,3,-1,nothing,50,322,410,259,191,382,324,323,522,614.3381722778762,150.7290661715913,259.0,191.0,382.0,324.0,323.0,522.0
1,3,-1,nothing,55,322,410,259,191,382,324,323,522,751.3990764622016,488.0259695339977,259.0,191.0,382.0,324.0,323.0,522.0
1,3,-1,nothing,60,322,410,259,191,382,324,323,522,877.5995868658648,526.4958294649639,259.0,191.0,382.0,324.0,323.0,522.0
1,4,1,nothing,65,322,410,259,191,382,324,323,522,932.042108790422,526.6645500362762,259.0,191.0,382.0,324.0,316.8912796738351,525.2567391967596
1,6,1,nothing,70,322,410,259,191,382,324,323,522,755.921278847877,237.42497947456903,259.0,191.0,382.0,324.0,172.60160833145972,314.115798108717
1,6,1,nothing,75,322,410,259,191,382,324,323,522,895.7108905857165,121.77330089777246,259.0,191.0,382.0,324.0,230.510556363858,136.2624264838076
1,6,1,nothing,80,322,410,259,191,382,324,323,522,1059.6979702063015,272.91482494536336,259.2805188877892,191.0165677965538,382.0,324.0,209.24210590023898,188.83351089805672
1,5,1,nothing,85,322,410,259,191,382,324,323,522,558.7718829867101,492.9048186360605,259.0,191.0,382.0,324.0,105.19458946602555,279.14986790472005
0,4,1,nothing,90,322,410,259,191,382,324,323,522,113.51317807934747,109.98835676674817,287.1728298007294,157.40800725778544,382.0,324.0,377.10673879234747,563.3188641391179
0,6,1,nothing,95,322,410,259,191,382,324,323,522,146.06418738653963,467.862180076314,259.0,191.0,380.2306228062,323.1947848647187,652.4042001638041,269.8539757324146
1,6,1,nothing,100,322,410,259,191,382,324,323,522,335.6925421350795,330.0412768448111,259.0,191.0,419.77896369736163,311.5725101462101,776.8821115333485,188.43868941560262
0,5,1,nothing,105,322,410,259,191,382,324,323,522,361.46206124469904,170.71934106555398,259.0,191.0,527.5334008221923,320.94422166945884,777.2985356432482,139.9964081067198
1,5,1,nothing,110,322,410,259,191,382,324,323,522,724.2831202415629,223.15213152522696,259.0,191.0,382.0,324.0,665.6101326413149,321.1399485229187
1,5,1,nothing,115,322,410,259,191,382,324,323,522,221.76929150792697,362.9885128979268,441.3694538226035,175.5342071602002,382.0,324.0,325.5057520949796,523.2737950432897
1,4,-1,nothing,120,322,410,259,191,382,324,323,522,206.27820951005265,114.25986494236744,659.1794739917127,285.5706952079791,382.0,324.0,323.0,522.0
0,4,-1,nothing,125,322,410,259,191,382,324,323,522,900.9062896257956,341.55879238288867,217.90005772459176,134.5414014540928,382.0,324.0,323.0,522.0
0,3,-1,nothing,130,322,410,259,191,382,324,323,522,855.4915228748891,414.6645864737388,259.0,191.0,382.0,324.0,323.0,522.0
0,4,0,nothing,135,322,410,259,191,382,324,323,522,614.3818519483059,353.27270544224496,259.0,191.0,498.831555844782,366.30863660315356,323.0,522.0
0,5,-1,nothing,140,322,410,259,191,382,324,323,522,74.50790948518679,601.979606096709,259.0,191.0,382.0,324.0,323.0,522.0
1,5,-1,nothing,145,322,410,259,191,382,324,323,522,71.48069485003371,600.161399283001,259.0,191.0,382.0,324.0,323.0,522.0
1,6,1,nothing,150,322,410,259,191,382,324,323,522,1024.6315435809042,166.03313232542266,259.0,191.0,348.38907685026084,256.69779376340347,406.4165004844764,567.1138701768907
1,3,1,nothing,155,322,410,259,191,382,324,323,522,309.63836550325703,489.1646673063806,259.0,191.0,382.0,324.0,1073.4198142909595,289.01728493213113
0,5,1,nothing,160,322,410,259,191,382,324,323,522,864.7145201635662,481.56490722452037,259.0,191.0,356.06579304779507,237.92954088328636,498.54855018773895,317.5761152194558
1,3,1,nothing,165,322,410,259,191,382,324,323,522,1021.1533706749399,177.51220036611917,259.0,191.0,382.0,324.0,417.79761738062695,428.5890416202469
1,3,1,nothing,170,322,410,259,191,382,324,323,522,342.4409875845914,485.1207732560091,259.0,191.0,382.0,324.0,1048.5460408329343,407.19076732643634
0,4,-1,nothing,175,322,410,259,191,382,324,323,522,1081.097425487822,504.92586243963353,259.0,191.0,382.0,324.0,323.0,522.0
0,2,-1,nothing,180,322,410,259,191,382,324,323,522,941.0956336199099,410.0,259.0,191.0,382.0,324.0,323.0,522.0
0,3,0,nothing,185,322,410,259,191,382,324,323,522,655.0725316481672,560.0784184679912,259.0,191.0,768.013532572678,172.340335283535,323.0,522.0
0,3,0,nothing,190,322,410,259,191,382,324,323,522,804.8182013256481,279.02287739920473,259.0,191.0,635.5116075627769,507.88514458031483,323.0,522.0
1,3,-1,nothing,195,322,410,259,191,382,324,323,522,942.7404402190817,279.1219488809762,259.0,191.0,382.0,324.0,323.0,522.0
1,4,-1,nothing,200,322,410,259,191,382,324,323,522,990.8120280801958,139.6028807567861,259.1312741868243,161.30653610286817,382.0,324.0,323.0,522.0
0,5,-1,nothing,205,322,410,259,191,382,324,323,522,253.58443027823935,108.15638578722647,1073.8059734021854,284.60278604690484,382.0,324.0,323.0,522.0
0,4,0,nothing,210,322,410,259,191,382,324,323,522,421.76033646980443,287.51864841877006,562.1375891986098,281.3080792425308,432.4442682601793,539.3352181052694,323.0,522.0
1,4,-1,nothing,215,322,410,259,191,382,324,323,522,1043.1084467315497,457.1295403022255,259.0,191.0,382.0,324.0,323.0,522.0
0,5,-1,nothing,220,322,410,259,191,382,324,323,522,597.847908196512,131.12613773291875,487.4924300852325,531.6819755777693,382.0,324.0,298.00574870488435,546.1351963332841
1,5,-1,nothing,225,322,410,259,191,382,324,323,522,248.79209528136596,196.47799935614208,453.519844627891,279.37443610485906,556.3494344800196,527.7960556503168,323.0,522.0
0,4,-1,nothing,230,322,410,259,191,382,324,323,522,722.0727078161112,289.12170200139553,279.60524481009577,179.11658115934512,382.0,324.0,323.0,522.0
1,2,-1,nothing,235,322,410,259,191,382,324,323,522,64.84336032542635,76.44952433357898,259.0,191.0,382.0,324.0,323.0,522.0
0,4,1,nothing,240,322,410,259,191,382,324,323,522,319.81344918521665,506.12413966744646,259.0,191.0,382.0,324.0,539.841008681655,353.7473407544514
1,6,0,nothing,245,322,410,259,191,382,324,323,522,606.3453785315519,278.4710470759733,627.6095688087653,470.7621019089274,387.33384461630186,447.00388217432015,323.0,522.0
1,6,-1,nothing,250,322,410,259,191,382,324,323,522,350.5788766098253,191.98322061958777,483.3138890886514,532.0737607683182,382.0,324.0,275.879388201303,570.6199822830567
1,5,-1,nothing,255,322,410,259,191,382,324,323,522,310.36008884853663,122.25562470092478,329.51612324315295,416.34715372089335,382.0,324.0,323.0,522.0
1,6,-1,nothing,260,322,410,259,191,382,324,323,522,799.0237167833101,540.7911307534655,354.738692473285,409.1691221771909,437.0184432682833,319.4838361884748,323.0,522.0
1,4,1,nothing,265,322,410,259,191,382,324,323,522,382.8499423277433,536.0873415885139,206.05266771496295,187.54027673885062,382.0,324.0,252.45252043138166,346.61098522953057
0,4,1,nothing,270,322,410,259,191,382,324,323,522,297.2320227299737,368.597376300925,259.0,191.0,382.0,324.0,329.9500470110285,539.4105017009413
0,3,0,nothing,275,322,410,259,191,382,324,323,522,371.74642405761875,315.39978336717184,259.0,191.0,489.37017210554205,349.97976352776544,323.0,522.0
1,5,0,nothing,280,322,410,259,191,382,324,323,522,500.54597384935767,399.56087365386713,118.626070005778,269.42827991235856,638.1205229319598,282.14924108668333,323.0,522.0
0,5,0,nothing,285,322,410,259,191,382,324,323,522,488.8043390431349,530.1823782302787,155.95668422017764,337.3308116042456,891.422413884984,206.95784614074353,323.0,522.0
1,7,0,nothing,290,322,410,259,191,382,324,323,522,354.7195920243648,121.81322411275272,196.0901268775993,240.47563560845018,860.655139280668,481.27213650382856,323.0,522.0
1,9,0,nothing,295,322,410,259,191,382,324,323,522,356.68655884115833,129.52287507431868,102.9920781797744,110.31749314092028,1032.7616950207791,518.2846608565368,323.0,522.0
0,2,0,nothing,300,322,410,259,191,382,324,323,522,339.2112583186637,253.65110347290755,259.0,191.0,594.602860776983,67.91267330087395,323.0,522.0
0,4,0,nothing,305,322,410,259,191,382,324,323,522,423.0177965872456,269.30869125724325,259.0,191.0,931.3716811085733,475.60552908031843,323.0,522.0
1,4,0,nothing,310,322,410,259,191,382,324,323,522,610.3365546940931,309.0459087803168,259.0,191.0,1069.343327716524,397.37710714912276,323.0,522.0
0,3,0,nothing,315,322,410,259,191,382,324,323,522,998.3400964430443,358.15321205418246,259.0,191.0,905.0606286666068,445.87630639754394,323.0,522.0
0,4,0,nothing,320,322,410,259,191,382,324,323,522,926.6230135975921,396.5803140478831,259.0,191.0,711.1210303461331,519.8808136654897,323.0,522.0
0,5,0,nothing,325,322,410,259,191,382,324,323,522,365.0882610900131,195.07002772485376,259.0,191.0,265.94538229365816,253.8977308540979,323.0,522.0
1,4,0,nothing,330,322,410,259,191,382,324,323,522,125.4210382502763,298.8285709171993,259.0,191.0,335.43780401997634,113.03071150423848,323.0,522.0
1,4,1,nothing,335,322,410,259,191,382,324,323,522,264.56547180567514,456.1241266031967,259.0,191.0,382.0,324.0,252.68444513176752,540.2179987738209
0,3,0,nothing,340,322,410,259,191,382,324,323,522,403.8588899582709,373.26735131302996,259.0,191.0,116.05125990606504,330.53010914965733,323.0,522.0
1,3,-1,nothing,345,322,410,259,191,382,324,323,522,155.7682875310629,328.8326226591435,259.0,191.0,382.0,324.0,323.0,522.0
0,4,-1,nothing,350,322,410,259,191,382,324,323,522,167.28013258916064,159.4835911987074,259.169076789827,194.17310932667397,382.0,324.0,323.0,522.0
1,3,-1,nothing,355,322,410,259,191,382,324,323,522,130.30609232062773,311.0326583549885,188.28464529181957,104.23678095955299,382.0,324.0,323.0,522.0
0,2,-1,nothing,0,940,323,703,251,378,184,342,486,163.4441329800386,410.0,259.0,191.0,382.0,324.0,323.0,522.0
0,3,1,nothing,5,940,323,703,251,378,184,342,486,264.2915486898142,407.627113388681,703.0,251.0,378.0,184.0,339.382480414064,511.52554225765334
0,3,-1,nothing,10,940,323,703,251,378,184,342,486,268.1790137760165,493.10764456151134,703.0,251.0,378.0,184.0,342.0,486.0
0,2,-1,nothing,15,940,323,703,251,378,184,342,486,954.1844490796911,441.4179343872458,703.0,251.0,378.0,184.0,342.0,486.0
1,3,-1,nothing,20,940,323,703,251,378,184,342,486,252.7052822738038,246.53300848481217,703.0,251.0,378.0,184.0,342.0,486.0
1,3,-1,nothing,25,940,323,703,251,378,184,342,486,240.64117107192146,124.1095268847216,703.0,251.0,378.0,184.0,342.0,486.0
1,5,-1,nothing,30,940,323,703,251,378,184,342,486,72.14369270149794,77.01512139022465,703.0,251.0,378.0,184.0,342.0,486.0
1,5,0,nothing,35,940,323,703,251,378,184,342,486,399.44016258109644,115.2298250017077,703.0,251.0,124.04558059181632,129.44495767670062,342.0,486.0
1,5,0,nothing,40,940,323,703,251,378,184,342,486,118.01408970314759,221.17290552771468,703.0,251.0,381.52029417528837,198.40682016657846,342.0,486.0
0,5,-1,nothing,45,940,323,703,251,378,184,342,486,729.8802546223142,233.15367175921497,365.09382164204067,130.2574085384009,330.5322353533534,252.36558465570246,342.0,486.0
1,3,-1,nothing,50,940,323,703,251,378,184,342,486,295.4644736351304,387.3450380741798,703.0,251.0,378.0,184.0,342.0,486.0
0,3,-1,nothing,55,940,323,703,251,378,184,342,486,762.2403986022971,404.96557787844404,703.0,251.0,378.0,184.0,342.0,486.0
1,8,-1,nothing,60,940,323,703,251,378,184,342,486,1120.252028846496,595.0757355599053,703.0,251.0,378.0,184.0,342.0,486.0
1,3,-1,nothing,65,940,323,703,251,378,184,342,486,647.4156797365312,451.5314003860025,703.0,251.0,378.0,184.0,342.0,486.0
1,3,-1,nothing,70,940,323,703,251,378,184,342,486,757.3001233108578,467.68417746601955,703.0,251.0,378.0,184.0,342.0,486.0
1,3,-1,nothing,75,940,323,703,251,378,184,342,486,867.9230600255328,460.717975249918,703.0,251.0,378.0,184.0,342.0,486.0
1,3,-1,nothing,80,940,323,703,251,378,184,342,486,1047.9584155930072,469.1843410325549,703.0,251.0,378.0,184.0,342.0,486.0
0,3,-1,nothing,85,940,323,703,251,378,184,342,486,1090.2055068648056,477.9820447010696,703.0,251.0,378.0,184.0,342.0,486.0
0,2,-1,nothing,90,940,323,703,251,378,184,342,486,940.0,471.78504449847117,703.0,251.0,378.0,184.0,342.0,486.0
1,2,-1,nothing,95,940,323,703,251,378,184,342,486,772.0067832295741,478.6184623842175,703.0,251.0,378.0,184.0,342.0,486.0
0,3,-1,nothing,100,940,323,703,251,378,184,342,486,692.6000340232545,213.8074294101592,665.7544908543263,445.00088989249974,378.0,184.0,342.0,486.0
1,5,-1,nothing,105,940,323,703,251,378,184,342,486,843.3466946199844,196.67043108308886,285.2886533155259,138.9898448187825,377.6771093314578,196.29637562733262,342.0,486.0
1,5,-1,nothing,110,940,323,703,251,378,184,342,486,140.96396014760762,224.0185113043818,810.4517909012523,163.74996738041767,378.0,184.0,342.0,486.0
0,3,0,nothing,115,940,323,703,251,378,184,342,486,328.84176420510005,143.67473166229308,703.0,251.0,188.5341805073209,502.29021000535937,342.0,486.0
0,4,0,nothing,120,940,323,703,251,378,184,342,486,219.74176724828817,212.6875814607895,703.0,251.0,163.86855312326875,486.30719792073006,342.0,486.0
1,4,0,nothing,125,940,323,703,251,378,184,342,486,268.64192561403223,175.0996031517639,703.0,251.0,344.1868122399283,295.7363772654978,342.0,486.0
0,4,-1,nothing,130,940,323,703,251,378,184,342,486,73.0066937834799,77.401590674689,703.0,251.0,378.0,184.0,342.0,486.0
1,4,0,nothing,135,940,323,703,251,378,184,342,486,343.47025773786993,214.2113175930301,703.0,251.0,619.7373271176543,253.35384503939213,342.0,486.0
1,4,1,nothing,140,940,323,703,251,378,184,342,486,706.3342373815849,118.05991673840911,703.0,251.0,378.0,184.0,449.3353779534074,567.9045314485305
1,4,-1,nothing,145,940,323,703,251,378,184,342,486,315.751711465817,561.1810228145841,703.0,251.0,378.0,184.0,342.0,486.0
1,3,1,nothing,150,940,323,703,251,378,184,342,486,807.4180148220607,562.9770017940771,703.0,251.0,378.0,184.0,303.45174834899126,146.96273344223562
1,4,-1,nothing,155,940,323,703,251,378,184,342,486,798.6480659789867,151.4574536619914,826.073062935811,307.3689350950136,378.0,184.0,342.0,486.0
1,4,1,nothing,160,940,323,703,251,378,184,342,486,513.1246713086725,128.14319713929345,703.0,251.0,378.0,184.0,590.3316900370147,569.7455989988808
0,6,1,wrong_ball,165,940,323,703,251,378,184,342,486,317.0753905387546,471.729873199533,703.0,251.0,378.0,184.0,71.09763621909059,599.7584738751026
