turn,total_collisions,first_ball_collision,potted_ball,action,start_ball0_x,start_ball0_y,start_ball8_x,start_ball8_y,start_ball1_x,start_ball1_y,start_ball9_x,start_ball9_y,end_ball0_x,end_ball0_y,end_ball8_x,end_ball8_y,end_ball1_x,end_ball1_y,end_ball9_x,end_ball9_y
1,4,-1,nothing,240,382,531,546,381,465,286,432,247,502.6998523188961,385.4384735986902,641.4841473986847,324.38059761600937,465.0,286.0,432.0,247.0
1,5,0,nothing,245,382,531,546,381,465,286,432,247,465.8404353560512,330.1147943337072,546.0,381.0,493.5218299966885,252.1682078025111,424.73877007501653,239.14599906647834
0,5,1,nothing,250,382,531,546,381,465,286,432,247,382.44891770165475,245.17514887326448,546.0,381.0,465.1024950358541,286.13060064450497,434.63394841471705,246.38547049485967
0,3,-1,nothing,255,382,531,546,381,465,286,432,247,268.78978046393996,233.89593414897664,546.0,381.0,465.0,286.0,432.0,247.0
1,3,-1,nothing,260,382,531,546,381,465,286,432,247,152.53630175239653,231.35505511311356,546.0,381.0,465.0,286.0,432.0,247.0
1,2,-1,nothing,265,382,531,546,381,465,286,432,247,203.733627669831,238.75554792394797,546.0,381.0,465.0,286.0,432.0,247.0
1,2,-1,nothing,270,382,531,546,381,465,286,432,247,382.0,244.60345796443184,546.0,381.0,465.0,286.0,432.0,247.0
1,3,1,correct_ball,275,382,531,546,381,465,286,432,247,266.9702140935297,118.6530860198219,546.0,381.0,465.0,286.0,603.0922774768892,66.09891345298615
0,6,0,nothing,280,382,531,546,381,465,286,432,247,234.26307512383033,234.4516722271365,546.0,381.0,893.186961578933,160.92403846442141,768.6783200536667,572.124888353213
1,6,0,nothing,285,382,531,546,381,465,286,432,247,205.90426364423195,202.56167771333529,546.0,381.0,485.11348900345826,184.7252150313839,133.22361728681108,184.23426850878423
1,5,0,nothing,290,382,531,546,381,465,286,432,247,623.5548435616381,247.50730256837628,546.0,381.0,151.24852167438385,508.6845359050251,277.07534296752186,148.0966865742457
0,7,0,nothing,295,382,531,546,381,465,286,432,247,906.5694727833409,218.49258419199114,546.0,381.0,778.0484427491112,250.44330208117293,148.25914718477503,224.1325798570213
0,3,-1,nothing,300,382,531,546,381,465,286,432,247,817.5332716092843,236.85691828662334,546.0,381.0,465.0,286.0,432.0,247.0
0,4,-1,nothing,305,382,531,546,381,465,286,432,247,685.0391873602889,264.7121694619402,546.0653442616742,381.0457648314922,465.0,286.0,432.0,247.0
0,4,-1,nothing,310,382,531,546,381,465,286,432,247,929.2054243053776,447.9875601682358,965.151973784098,407.5296253155221,465.0,286.0,432.0,247.0
0,3,-1,nothing,315,382,531,546,381,465,286,432,247,536.959114846712,138.50075202458575,569.6602009348463,482.17067250128565,465.0,286.0,432.0,247.0
1,4,-1,nothing,320,382,531,546,381,465,286,432,247,773.9812794793237,408.04158541527937,829.0183997426052,483.79553595555507,465.0,286.0,432.0,247.0
1,5,0,nothing,325,382,531,546,381,465,286,432,247,507.1015964728961,302.112250745389,809.2524577316409,283.81655813567494,451.3709350635935,290.62285422333923,420.24354758240014,232.39934032270557
1,4,-1,nothing,330,382,531,546,381,465,286,432,247,540.03902489109,540.817326570665,269.0566107140915,372.65428865750675,465.0,286.0,432.0,247.0
0,5,0,nothing,335,382,531,546,381,465,286,432,247,139.06746621301346,552.174109963067,546.0,381.0,463.1523581147473,284.1350579038711,419.8835680121875,232.6453143571856
1,3,1,nothing,340,382,531,546,381,465,286,432,247,452.4747003054193,226.36141190764707,546.0,381.0,465.0,286.0,121.35907635497625,395.4215040646607
0,3,-1,nothing,345,382,531,546,381,465,286,432,247,169.1672910062646,248.59346540157918,546.0,381.0,465.0,286.0,432.0,247.0
1,3,1,nothing,350,382,531,546,381,465,286,432,247,328.45960236241945,140.98249951551637,546.0,381.0,465.0,286.0,232.28502178139414,343.1078236533458
0,2,-1,nothing,355,382,531,546,381,465,286,432,247,530.6265097745197,436.2173851168354,149.64436096919624,211.7756747801079,465.0,286.0,432.0,247.0
0,2,-1,nothing,0,766,168,1010,302,320,429,937,273,183.19795541636205,531.0,546.0,381.0,465.0,286.0,432.0,247.0
1,2,-1,nothing,5,766,168,1010,302,320,429,937,273,250.81592972019868,364.5028663364274,1010.0,302.0,320.0,429.0,937.0,273.0
0,4,1,nothing,10,766,168,1010,302,320,429,937,273,820.8633472925216,115.57247058014754,993.8779803735638,430.1044692162706,320.0,429.0,399.9123469913625,506.4645910396892
1,3,-1,nothing,15,766,168,1010,302,320,429,937,273,993.3899662440992,285.9655800362746,192.4619535151879,481.14251894200765,320.0,429.0,937.0,273.0
0,4,1,nothing,20,766,168,1010,302,320,429,937,273,139.45935901333252,223.54806446663608,1010.0,302.0,320.0,429.0,968.4036868447906,531.6347379348781
1,7,1,nothing,25,766,168,1010,302,320,429,937,273,809.7799406265693,147.61305422249606,1013.157870174354,279.3088305139729,320.0,429.0,1060.9184331293243,145.86531955595854
0,4,1,nothing,30,766,168,1010,302,320,429,937,273,1067.2661810766479,251.86794906696144,626.3255981145599,467.2054979554342,320.0,429.0,1026.679018545068,494.0930396783864
0,6,1,nothing,35,766,168,1010,302,320,429,937,273,683.0507132708293,569.1265638294132,959.8307850199366,522.2726247595798,320.0,429.0,1046.3410427447095,282.44859680710965
0,7,1,nothing,40,766,168,1010,302,320,429,937,273,762.1334214282851,234.5687934920151,1078.7764995026196,561.8845407029999,320.0,429.0,974.6612366078293,145.07052812670767
1,6,1,nothing,45,766,168,1010,302,320,429,937,273,852.7479023549838,295.9556668573396,981.2606048869148,220.9869799495829,320.0,429.0,1055.098612250421,168.85808415210533
0,2,-1,nothing,50,766,168,1010,302,320,429,937,273,1117.2280190545619,605.0071442542502,1010.0,302.0,320.0,429.0,937.0,273.0
0,4,1,nothing,55,766,168,1010,302,320,429,937,273,880.3784391624453,292.7836667313382,1010.0,302.0,320.0,429.0,750.5983860079073,279.0385453772929
0,7,1,nothing,60,766,168,1010,302,320,429,937,273,909.9267249545761,323.1423143547518,894.8156885113664,240.90036145419572,320.0,429.0,947.3349247621917,287.5416809215236
1,5,-1,nothing,65,766,168,1010,302,320,429,937,273,1084.3759116593826,302.8350810851891,954.1914513120352,311.8104978788497,320.0,429.0,838.4817153942904,215.64733795237544
1,4,1,nothing,70,766,168,1010,302,320,429,937,273,958.7685527466247,239.4464088621136,1010.0,302.0,320.0,429.0,853.7158159784004,410.6549970473988
0,6,1,nothing,75,766,168,1010,302,320,429,937,273,975.2152202157092,290.42294563040065,927.9134941369249,218.08790965834405,320.0,429.0,878.9074595356443,206.3559829798655
1,5,1,nothing,80,766,168,1010,302,320,429,937,273,884.2682000965992,244.44343847008727,1000.8651979310113,307.0637332367017,320.0,429.0,1054.9989133990605,284.74391201541283
1,4,1,nothing,85,766,168,1010,302,320,429,937,273,864.6874725663478,310.7741691252102,1036.1119594668737,305.8334582553122,320.0,429.0,964.1825109848044,311.42406834604867
0,2,-1,nothing,90,766,168,1010,302,320,429,937,273,766.0,447.32166676048314,1010.0,302.0,320.0,429.0,937.0,273.0
0,2,-1,nothing,95,766,168,1010,302,320,429,937,273,588.6067326821062,441.70399926694813,1010.0,302.0,320.0,429.0,937.0,273.0
0,2,-1,nothing,100,766,168,1010,302,320,429,937,273,513.2331606145199,463.9457041067326,1010.0,302.0,320.0,429.0,937.0,273.0
0,2,-1,nothing,105,766,168,1010,302,320,429,937,273,205.2047503349812,483.48565923045027,1010.0,302.0,320.0,429.0,937.0,273.0
1,2,-1,nothing,110,766,168,1010,302,320,429,937,273,585.3845234645785,610.1827562719019,1010.0,302.0,320.0,429.0,937.0,273.0
0,3,-1,nothing,115,766,168,1010,302,320,429,937,273,427.10089602846233,287.6353152200486,1010.0,302.0,320.0,429.0,937.0,273.0
1,5,0,nothing,120,766,168,1010,302,320,429,937,273,245.60247295825093,417.8064622863797,1010.0,302.0,306.1758135872885,498.1588097784898,937.0,273.0
1,4,0,nothing,125,766,168,1010,302,320,429,937,273,296.2456273835227,437.7931991832978,1010.0,302.0,346.19225826623864,304.7958882841203,937.0,273.0
0,3,-1,nothing,130,766,168,1010,302,320,429,937,273,656.9278300282888,383.05123638735097,1010.0,302.0,320.0,429.0,937.0,273.0
0,3,-1,nothing,135,766,168,1010,302,320,429,937,273,782.1708675120569,343.40730642332204,1010.0,302.0,320.0,429.0,937.0,273.0
0,4,1,nothing,140,766,168,1010,302,320,429,937,273,950.2101852256488,223.64307003583903,1010.0,302.0,320.0,429.0,936.9853132597838,273.78040568480696
0,5,0,nothing,145,766,168,1010,302,320,429,937,273,126.29345717768152,187.0548483894086,1010.0,302.0,578.9267846780413,129.09262723083958,937.0,273.0
0,3,0,nothing,150,766,168,1010,302,320,429,937,273,283.0979347166639,418.7333305074343,1010.0,302.0,70.63891642705653,600.5483513963933,937.0,273.0
1,4,0,nothing,155,766,168,1010,302,320,429,937,273,372.7940706861041,514.3417478273805,1010.0,302.0,857.4621278303567,373.70064644026974,937.0,273.0
1,4,-1,nothing,160,766,168,1010,302,320,429,937,273,1075.3760393524697,374.7493531766523,1030.4727893792349,239.8446197692244,320.0,429.0,937.0,273.0
0,2,0,nothing,165,766,168,1010,302,320,429,937,273,330.8546768083637,561.9937904518898,1010.0,302.0,991.3410630892669,471.6556092232381,937.0,273.0
1,3,-1,nothing,170,766,168,1010,302,320,429,937,273,1044.4190402974925,533.1298611511551,1010.0,302.0,320.0,429.0,937.0,273.0
1,3,-1,nothing,175,766,168,1010,302,320,429,937,273,1020.9850884339687,438.2109248627103,1017.2856202327018,285.715878850289,320.0,429.0,937.0,273.0
1,2,-1,nothing,180,766,168,1010,302,320,429,937,273,1007.4109333602629,168.0,1010.0,302.0,320.0,429.0,937.0,273.0
0,2,-1,nothing,185,766,168,1010,302,320,429,937,273,62.86677216001302,70.77675099570872,1010.0,302.0,320.0,429.0,937.0,273.0
0,4,1,nothing,190,766,168,1010,302,320,429,937,273,908.5065141507458,293.04717634473474,1078.1971759384726,357.07776062165857,320.0,429.0,1046.3876966528314,212.0287460490338
0,3,-1,nothing,195,766,168,1010,302,320,429,937,273,1035.1454435007117,472.64927726391386,1010.0,302.0,320.0,429.0,937.0,273.0
0,4,0,nothing,200,766,168,1010,302,320,429,937,273,302.94679857637544,441.14631451018994,1010.0,302.0,324.88617675967345,142.0930347230743,937.0,273.0
1,4,-1,nothing,205,766,168,1010,302,320,429,937,273,957.8433874085656,367.47143854882665,1010.0,302.0,320.0,429.0,937.0,273.0
1,4,0,nothing,210,766,168,1010,302,320,429,937,273,308.2558053158523,426.2736894002148,1010.0,302.0,504.05467389255034,523.9159364652622,937.0,273.0
1,3,-1,nothing,215,766,168,1010,302,320,429,937,273,947.1578200530998,334.89466528352375,1010.0,302.0,320.0,429.0,937.0,273.0
1,3,-1,nothing,220,766,168,1010,302,320,429,937,273,847.4592658450215,289.6405426144348,1010.0,302.0,320.0,429.0,937.0,273.0
1,3,-1,nothing,225,766,168,1010,302,320,429,937,273,719.1061139936173,238.54765651120687,1010.0,302.0,320.0,429.0,937.0,273.0
0,5,0,nothing,230,766,168,1010,302,320,429,937,273,310.6874428976365,441.28322759979045,1010.0,302.0,470.1194741721208,529.287347961482,937.0,273.0
0,5,0,nothing,235,766,168,1010,302,320,429,937,273,342.4552868355385,568.6976037140477,1010.0,302.0,390.0140082351025,458.5952127581446,937.0,273.0
1,3,-1,nothing,240,766,168,1010,302,320,429,937,273,367.5319980047648,141.28041206007353,1010.0,302.0,320.0,429.0,937.0,273.0
1,3,-1,nothing,245,766,168,1010,302,320,429,937,273,251.73046256792526,121.88589104077768,1010.0,302.0,320.0,429.0,937.0,273.0
1,4,0,nothing,250,766,168,1010,302,320,429,937,273,348.78280732636523,438.80449511794285,1010.0,302.0,109.56880392056098,224.46220613670616,937.0,273.0
0,2,-1,nothing,255,766,168,1010,302,320,429,937,273,251.47626310875188,135.06193738646448,1010.0,302.0,320.0,429.0,937.0,273.0
0,4,0,nothing,260,766,168,1010,302,320,429,937,273,322.2753502677235,256.04174701486494,1010.0,302.0,186.65199789895968,439.9900822036277,937.0,273.0
1,2,-1,nothing,265,766,168,1010,302,320,429,937,273,606.2648954163408,177.38768895700537,1010.0,302.0,320.0,429.0,937.0,273.0
1,2,-1,nothing,270,766,168,1010,302,320,429,937,273,766.0,185.0734066475983,1010.0,302.0,320.0,429.0,937.0,273.0
1,3,1,nothing,275,766,168,1010,302,320,429,937,273,874.8885358854201,256.2084698178084,1010.0,302.0,320.0,429.0,978.0398072158146,239.81620485244844
1,3,-1,nothing,280,766,168,1010,302,320,429,937,273,1054.2409114675067,330.60893579538657,1003.8006392497888,187.78150548315682,320.0,429.0,937.0,273.0
1,5,-1,nothing,285,766,168,1010,302,320,429,937,273,1071.4062457960808,208.92221329330997,980.4545917440508,294.613565917864,320.0,429.0,929.7905399000686,269.50852533168575
1,5,1,nothing,290,766,168,1010,302,320,429,937,273,902.5328534491202,289.62057768894164,1065.8914570931715,384.43470624383787,320.0,429.0,1016.7312023771045,238.20802023729166
0,6,1,nothing,295,766,168,1010,302,320,429,937,273,905.81068230464,339.59919108402147,958.0026658562276,340.69891432302785,320.0,429.0,999.0607652754059,527.0150523758189
1,6,1,nothing,300,766,168,1010,302,320,429,937,273,1034.6250133745834,246.96704213861173,997.3447987749421,294.0142747452727,320.0,429.0,1056.4098273435923,314.34118981275054
1,5,1,nothing,305,766,168,1010,302,320,429,937,273,832.4056051070229,427.11135612891724,1014.2218312300055,443.17363925175715,320.0,429.0,895.1507354447466,234.84839066145432
1,3,-1,nothing,310,766,168,1010,302,320,429,937,273,410.67777619745664,231.4058022016573,1010.0,302.0,320.0,429.0,937.0,273.0
0,5,-1,nothing,315,766,168,1010,302,320,429,937,273,689.4617453697931,267.3963451486716,979.5286508460207,289.164374057321,320.0,429.0,881.6636277926782,251.5361600999514
0,5,-1,nothing,320,766,168,1010,302,320,429,937,273,1020.9519403485311,323.49850586214023,574.9440503258716,558.5828446244044,320.0,429.0,937.0,273.0
1,5,1,nothing,325,766,168,1010,302,320,429,937,273,918.3355612499523,190.06949112758028,891.0463392491991,489.4828986058677,320.0,429.0,698.5905493345482,364.0545559077434
1,4,1,nothing,330,766,168,1010,302,320,429,937,273,949.4652687360347,272.73023064625556,1010.0,302.0,320.0,429.0,250.57507035145295,530.8096364634758
1,4,1,nothing,335,766,168,1010,302,320,429,937,273,322.2712481843596,131.0404033636631,1010.0,302.0,320.0,429.0,826.8089042168866,554.3897268628472
1,4,0,nothing,340,766,168,1010,302,320,429,937,273,345.7294490228529,412.55017937202757,1010.0,302.0,151.26069111432167,556.0993845260753,937.0,273.0
0,3,-1,nothing,345,766,168,1010,302,320,429,937,273,224.25626411795028,439.7944389923733,1010.0,302.0,320.0,429.0,937.0,273.0
0,1,-1,nothing,350,766,168,1010,302,320,429,937,273,1123.2886845570051,74.1563569816812,1010.0,302.0,320.0,429.0,937.0,273.0
0,3,-1,nothing,355,766,168,1010,302,320,429,937,273,248.7415187803446,184.34818098450523,1010.0,302.0,320.0,429.0,937.0,273.0
0,2,-1,nothing,0,1016,399,1008,546,812,205,315,438,246.4180667224421,168.0,1010.0,302.0,320.0,429.0,937.0,273.0
1,3,-1,nothing,5,1016,399,1008,546,812,205,315,438,280.0504663670097,569.3764817042803,1008.0,546.0,812.0,205.0,315.0,438.0
0,4,1,nothing,10,1016,399,1008,546,812,205,315,438,268.83621222695444,454.9134883821449,1008.0,546.0,812.0,205.0,321.346772912207,435.69347863032027
0,4,1,nothing,15,1016,399,1008,546,812,205,315,438,177.17368378433937,559.010133661616,1008.0,546.0,812.0,205.0,113.6984313862782,200.51669208798612
1,6,1,nothing,20,1016,399,1008,546,812,205,315,438,246.84753028720752,528.3297601157708,1018.6033142146429,574.6842779098438,812.0,205.0,170.64611094576384,205.70105506063518
1,3,-1,nothing,25,1016,399,1008,546,812,205,315,438,156.67093050825022,515.3359085122353,941.0688710956555,344.83771905787165,812.0,205.0,315.0,438.0
0,3,-1,nothing,30,1016,399,1008,546,812,205,315,438,903.0397096971047,517.6780389247899,438.8448784181167,107.43250821991796,812.0,205.0,315.0,438.0
1,5,-1,nothing,35,1016,399,1008,546,812,205,315,438,1018.0103553562828,554.384090603347,104.55572721016536,117.27908666692508,812.0,205.0,315.0,438.0
1,5,0,nothing,40,1016,399,1008,546,812,205,315,438,842.1083465856535,166.86828477927685,622.7200638733925,501.2230554192287,802.210743472626,217.83702647256752,315.0,438.0
0,5,0,nothing,45,1016,399,1008,546,812,205,315,438,851.8803220525961,184.5085479898154,719.7242602463654,507.917624321807,776.4314944258749,236.4004252607893,315.0,438.0
1,3,-1,nothing,50,1016,399,1008,546,812,205,315,438,1067.0635683468352,185.5317413374806,363.7402683880524,314.0816180593669,812.0,205.0,315.0,438.0
0,3,-1,nothing,55,1016,399,1008,546,812,205,315,438,792.9743692651123,411.9650062857013,1008.0,546.0,812.0,205.0,315.0,438.0
1,4,-1,nothing,60,1016,399,1008,546,812,205,315,438,1115.6135464300762,601.7567188560794,1008.0,546.0,812.0,205.0,315.0,438.0
0,1,-1,nothing,65,1016,399,1008,546,812,205,315,438,1123.7835522232165,605.2832927423591,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,70,1016,399,1008,546,812,205,315,438,1030.7152691664617,547.1023054585532,442.8242973605192,438.12629538886097,812.0,205.0,315.0,438.0
0,4,-1,nothing,75,1016,399,1008,546,812,205,315,438,808.632059209869,480.4216798046953,1006.5372280022826,546.4294250392674,812.0,205.0,315.0,438.0
0,5,-1,nothing,80,1016,399,1008,546,812,205,315,438,1114.1523174148133,605.6856860701844,943.7635411301253,558.4782072739031,812.0,205.0,315.0,438.0
1,5,-1,nothing,85,1016,399,1008,546,812,205,315,438,1118.1345638165606,603.461663148855,920.297108180169,512.4234489014883,812.0,205.0,315.0,438.0
0,5,-1,nothing,90,1016,399,1008,546,812,205,315,438,1001.4943108819464,554.4279343549953,540.0869281730872,171.66551200611653,812.0,205.0,315.0,438.0
1,5,0,nothing,95,1016,399,1008,546,812,205,315,438,855.7973598607887,200.33930667269507,1055.2613937247004,561.9403639081731,693.2033482038579,103.27208507384155,315.0,438.0
0,5,-1,nothing,100,1016,399,1008,546,812,205,315,438,601.1090989053951,441.84348121461056,1016.2892852967663,256.12976170610216,812.0,205.0,315.0,438.0
1,6,-1,nothing,105,1016,399,1008,546,812,205,315,438,270.78976288580105,227.4906021352239,915.2129593496821,262.80430336639216,812.0,205.0,315.0,438.0
1,6,-1,nothing,110,1016,399,1008,546,812,205,315,438,366.4135265091472,361.4697241750435,1005.3398160289132,434.09276872676406,812.0,205.0,315.0,438.0
1,4,-1,nothing,115,1016,399,1008,546,812,205,315,438,436.40631783698717,259.4552546080494,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,120,1016,399,1008,546,812,205,315,438,258.8491045217736,537.0504607236722,1008.0,546.0,812.0,205.0,315.0,438.0
0,4,1,nothing,125,1016,399,1008,546,812,205,315,438,272.70780606537244,429.39017982349344,1008.0,546.0,812.0,205.0,394.93292728696605,478.84466801821884
1,3,-1,nothing,130,1016,399,1008,546,812,205,315,438,505.59289887488166,474.04431190373435,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,135,1016,399,1008,546,812,205,315,438,67.44401004784639,69.96677163254517,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,140,1016,399,1008,546,812,205,315,438,732.0206007787222,381.7553055824255,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,145,1016,399,1008,546,812,205,315,438,845.1943462403863,320.7266881224168,1008.0,546.0,812.0,205.0,315.0,438.0
1,4,1,nothing,150,1016,399,1008,546,812,205,315,438,242.40227347847392,464.1499705801052,1008.0,546.0,812.0,205.0,629.7591206830049,221.56429329114397
1,4,1,nothing,155,1016,399,1008,546,812,205,315,438,569.6493894541874,126.35152178898073,1008.0,546.0,812.0,205.0,536.8578659200515,568.9994992048322
1,5,1,nothing,160,1016,399,1008,546,812,205,315,438,520.5367705761075,120.06416096690316,1008.0,546.0,812.0,205.0,425.8802046548548,532.3157886018653
0,4,1,nothing,165,1016,399,1008,546,812,205,315,438,570.9027228545974,526.6373953295883,1008.0,546.0,812.0,205.0,445.3232020401191,190.9053046391969
1,3,-1,nothing,170,1016,399,1008,546,812,205,315,438,1070.6331967327853,332.05132992617234,1008.0,546.0,812.0,205.0,315.0,438.0
0,5,1,nothing,175,1016,399,1008,546,812,205,315,438,241.8550685793265,326.3404318205199,1008.0,546.0,812.0,205.0,552.4934052796333,197.0600685372647
0,5,1,nothing,180,1016,399,1008,546,812,205,315,438,802.4449276147794,164.35704068361827,1008.0,546.0,938.6007235272709,297.48481887330513,221.68888714155545,521.0777707185631
0,3,0,nothing,185,1016,399,1008,546,812,205,315,438,811.4295280103778,255.21812613805145,1008.0,546.0,1049.1824605072368,108.31353316813431,315.0,438.0
1,2,-1,nothing,190,1016,399,1008,546,812,205,315,438,749.3117222611043,480.13610801035406,1008.0,546.0,812.0,205.0,315.0,438.0
1,3,-1,nothing,195,1016,399,1008,546,812,205,315,438,1067.2408432682516,348.31514034904916,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,200,1016,399,1008,546,812,205,315,438,1091.0883889726365,489.56037249463475,1008.0,546.0,812.0,205.0,315.0,438.0
0,4,-1,nothing,205,1016,399,1008,546,812,205,315,438,966.7511519829604,566.0104475269475,1064.5981906601316,521.6238614362734,812.0,205.0,315.0,438.0
0,5,1,nothing,210,1016,399,1008,546,812,205,315,438,994.6799712541771,495.3940128341158,1009.1867408707631,547.5788164291905,812.0,205.0,312.2135446270871,444.50081765968446
0,4,0,nothing,215,1016,399,1008,546,812,205,315,438,73.63275705606597,73.45646952847255,1008.0,546.0,844.5761527720801,214.0463211486476,315.0,438.0
0,5,0,nothing,220,1016,399,1008,546,812,205,315,438,363.01308772327815,548.487297598763,1008.0,546.0,123.0119048859144,375.8041222706507,315.0,438.0
1,5,0,nothing,225,1016,399,1008,546,812,205,315,438,811.6239128043915,122.81121470745178,1008.0,546.0,505.321012359235,525.2513647612484,315.0,438.0
0,4,0,nothing,230,1016,399,1008,546,812,205,315,438,623.4854984100426,417.8201771592459,1008.0,546.0,148.84713232823995,241.87737357085737,315.0,438.0
0,3,-1,nothing,235,1016,399,1008,546,812,205,315,438,390.9792027706339,205.37993830084335,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,240,1016,399,1008,546,812,205,315,438,272.9472653304641,173.8590403507547,1008.0,546.0,812.0,205.0,315.0,438.0
1,3,0,nothing,245,1016,399,1008,546,812,205,315,438,676.7517813528372,197.96605980833723,1008.0,546.0,515.4891367276383,315.2920110815801,315.0,438.0
1,3,0,nothing,250,1016,399,1008,546,812,205,315,438,933.2349659642732,502.44557808157066,1008.0,546.0,163.29890400370238,535.267361628338,315.0,438.0
0,2,-1,nothing,255,1016,399,1008,546,812,205,315,438,470.70632346454255,171.91971575420322,1008.0,546.0,812.0,205.0,315.0,438.0
0,2,-1,nothing,260,1016,399,1008,546,812,205,315,438,664.7316844819379,199.63786598490574,1008.0,546.0,812.0,205.0,315.0,438.0
1,3,0,nothing,265,1016,399,1008,546,812,205,315,438,852.0556825536567,231.4156810270156,1008.0,546.0,805.2765706585378,198.9870901953732,315.0,438.0
0,5,-1,nothing,270,1016,399,1008,546,812,205,315,438,1090.182676497381,508.81218712628043,873.7502904423176,456.276290370945,812.0,205.0,315.0,438.0
1,6,-1,nothing,275,1016,399,1008,546,812,205,315,438,1044.3816102161795,493.57057726360074,1001.108400774146,547.435818078119,812.0,205.0,315.0,438.0
1,6,-1,nothing,280,1016,399,1008,546,812,205,315,438,1026.5611039822018,528.8026596480966,752.1317173855406,442.7602763767223,812.0,205.0,315.0,438.0
0,1,-1,nothing,285,1016,399,1008,546,812,205,315,438,1118.6979695753494,71.20577518864843,1008.0,546.0,812.0,205.0,315.0,438.0
1,4,-1,nothing,290,1016,399,1008,546,812,205,315,438,853.9971786123488,416.45454050816863,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,295,1016,399,1008,546,812,205,315,438,589.8849128099827,237.55198108888325,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,300,1016,399,1008,546,812,205,315,438,478.32529283111944,253.53761786865638,1008.0,546.0,812.0,205.0,315.0,438.0
0,3,-1,nothing,305,1016,399,1008,546,812,205,315,438,361.1777262425061,279.5275930955117,1008.0,546.0,812.0,205.0,315.0,438.0
1,3,-1,nothing,310,1016,399,1008,546,812,205,315,438,584.5252822158762,608.4311610438514,1008.0,546.0,812.0,205.0,315.0,438.0
0,4,0,nothing,315,1016,399,1008,546,812,205,315,438,763.5839997552114,490.89179860561467,1008.0,546.0,429.97781958511786,204.12315550782364,315.0,438.0
0,4,0,nothing,320,1016,399,1008,546,812,205,315,438,824.1564186751576,204.52338038285097,1008.0,546.0,220.7325188063795,517.8791986034488,315.0,438.0
1,4,1,nothing,325,1016,399,1008,546,812,205,315,438,236.1565559039073,478.3174478148953,1008.0,546.0,812.0,205.0,162.3928331647977,394.1374316990048
1,4,1,nothing,330,1016,399,1008,546,812,205,315,438,195.25634459710486,425.74501704392543,1008.0,546.0,812.0,205.0,315.1731055070638,536.3761882701655
0,4,0,nothing,335,1016,399,1008,546,812,205,315,438,247.56934817824649,533.4675837593607,1008.0,546.0,811.2315404332517,205.984736076626,315.0,438.0
1,4,0,nothing,340,1016,399,1008,546,812,205,315,438,822.1818387840513,163.02219051014805,1008.0,546.0,152.81365959449724,234.31012452633388,315.0,438.0
0,4,0,nothing,345,1016,399,1008,546,812,205,315,438,181.70600302756486,302.83062253564174,1008.0,546.0,778.1162225236977,160.9155146658969,315.0,438.0
0,7,-1,nothing,350,1016,399,1008,546,812,205,315,438,75.11721577375471,77.45643078989839,1008.0,546.0,812.0,205.0,315.0,438.0
0,2,-1,nothing,355,1016,399,1008,546,812,205,315,438,280.59675486932184,213.39080199119758,1008.0,546.0,812.0,205.0,315.0,438.0
1,2,-1,nothing,0,850,454,775,182,541,250,236,294,253.72696221435788,454.0,775.0,182.0,541.0,250.0,236.0,294.0
0,2,-1,nothing,1,850,454,775,182,541,250,236,294,253.91647424638714,492.43532269626394,775.0,182.0,541.0,250.0,236.0,294.0
1,2,-1,nothing,2,850,454,775,182,541,250,236,294,254.483207510518,530.9138590104445,775.0,182.0,541.0,250.0,236.0,294.0
0,2,-1,nothing,3,850,454,775,182,541,250,236,294,255.439341364478,569.4801133428786,775.0,182.0,541.0,250.0,236.0,294.0
0,6,-1,nothing,4,850,454,775,182,541,250,236,294,129.48467861906047,569.5810888590511,775.0,182.0,541.0,250.0,236.0,294.0
1,3,-1,nothing,5,850,454,775,182,541,250,236,294,256.15222830639954,529.9144276587564,775.0,182.0,541.0,250.0,236.0,294.0
1,3,-1,nothing,6,850,454,775,182,541,250,236,294,257.2207518853113,504.1832944023688,775.0,182.0,541.0,250.0,236.0,294.0
0,3,-1,nothing,7,850,454,775,182,541,250,236,294,710.1237930036611,147.74796236263757,775.0,182.0,541.0,250.0,236.0,294.0
1,3,-1,nothing,8,850,454,775,182,541,250,236,294,260.13468002826727,456.6370426915476,775.0,182.0,541.0,250.0,236.0,294.0
0,3,-1,nothing,9,850,454,775,182,541,250,236,294,253.61242279853488,431.0011554822891,775.0,182.0,541.0,250.0,236.0,294.0
0,3,-1,nothing,10,850,454,775,182,541,250,236,294,255.6240218465962,408.72289928548975,775.0,182.0,541.0,250.0,236.0,294.0
1,3,-1,nothing,11,850,454,775,182,541,250,236,294,257.96451374935054,382.4885237362959,775.0,182.0,541.0,250.0,236.0,294.0
